         151         151         327   366.334839      WAVE
 -1.0000E+00 -1.0000E+00  2.1485E+07  9.2595E-01  1.0681E-01  3.6224E-01
 -9.8667E-01 -1.0000E+00  9.0616E+07  9.3395E-01  3.3515E-01  1.2411E-01
 -9.7333E-01 -1.0000E+00  1.5910E+08  9.3801E-01  3.4659E-01  2.3437E-03
 -9.6000E-01 -1.0000E+00  1.6046E+08  9.4123E-01  3.2612E-01 -8.7957E-02
 -9.4667E-01 -1.0000E+00  9.3952E+07  9.4431E-01  2.6628E-01 -1.9332E-01
 -9.3333E-01 -1.0000E+00  2.4465E+07  9.4595E-01 -1.7280E-02 -3.2386E-01
 -9.2000E-01 -1.0000E+00  2.0470E+07  9.3709E-01  6.2897E-03  3.4903E-01
 -9.0667E-01 -1.0000E+00  9.1179E+07  9.4441E-01  2.9388E-01  1.4739E-01
 -8.9333E-01 -1.0000E+00  1.7939E+08  9.4819E-01  3.1628E-01  3.0024E-02
 -8.8000E-01 -1.0000E+00  2.1246E+08  9.5103E-01  3.0536E-01 -4.7972E-02
 -8.6667E-01 -1.0000E+00  1.6399E+08  9.5363E-01  2.7403E-01 -1.2447E-01
 -8.5333E-01 -1.0000E+00  7.4430E+07  9.5617E-01  1.8171E-01 -2.2961E-01
 -8.4000E-01 -1.0000E+00  1.7107E+07  9.5353E-01 -2.4846E-01 -1.7047E-01
 -8.2667E-01 -1.0000E+00  4.0556E+07  9.5112E-01  1.3610E-01  2.7722E-01
 -8.1333E-01 -1.0000E+00  1.3277E+08  9.5621E-01  2.7028E-01  1.1226E-01
 -8.0000E-01 -1.0000E+00  2.3185E+08  9.5915E-01  2.8192E-01  2.3687E-02
 -7.8667E-01 -1.0000E+00  2.7146E+08  9.6146E-01  2.7226E-01 -3.8267E-02
 -7.7333E-01 -1.0000E+00  2.2642E+08  9.6359E-01  2.4905E-01 -9.7333E-02
 -7.6000E-01 -1.0000E+00  1.2781E+08  9.6566E-01  1.9482E-01 -1.7192E-01
 -7.4667E-01 -1.0000E+00  4.0757E+07  9.6668E-01 -4.8042E-03 -2.5595E-01
