         151         151         229   120.000000      WAVE
 -1.0000E+00 -1.0000E+00  2.3019E+08  9.8058E-01  5.6930E-02 -1.8766E-01
 -9.8667E-01 -1.0000E+00  1.3934E+08  9.7219E-01 -3.7909E-02 -2.3111E-01
 -9.7333E-01 -1.0000E+00  7.6267E+07  9.5093E-01 -2.1901E-01 -2.1854E-01
 -9.6000E-01 -1.0000E+00  5.0358E+07  9.1914E-01 -3.9265E-01  3.1611E-02
 -9.4667E-01 -1.0000E+00  6.6754E+07  9.2791E-01 -2.1133E-01  3.0711E-01
 -9.3333E-01 -1.0000E+00  1.2590E+08  9.5339E-01 -2.4335E-03  3.0173E-01
 -9.2000E-01 -1.0000E+00  2.2365E+08  9.6819E-01  9.0190E-02  2.3340E-01
 -9.0667E-01 -1.0000E+00  3.5189E+08  9.7609E-01  1.2850E-01  1.7534E-01
 -8.9333E-01 -1.0000E+00  4.9955E+08  9.8071E-01  1.4481E-01  1.3129E-01
 -8.8000E-01 -1.0000E+00  6.5376E+08  9.8369E-01  1.5134E-01  9.7196E-02
 -8.6667E-01 -1.0000E+00  8.0127E+08  9.8577E-01  1.5298E-01  6.9685E-02
 -8.5333E-01 -1.0000E+00  9.2967E+08  9.8730E-01  1.5187E-01  4.6531E-02
 -8.4000E-01 -1.0000E+00  1.0285E+09  9.8848E-01  1.4903E-01  2.6258E-02
 -8.2667E-01 -1.0000E+00  1.0902E+09  9.8941E-01  1.4493E-01  7.8467E-03
 -8.1333E-01 -1.0000E+00  1.1104E+09  9.9015E-01  1.3973E-01 -9.4624E-03
 -8.0000E-01 -1.0000E+00  1.0884E+09  9.9071E-01  1.3341E-01 -2.6284E-02
 -7.8667E-01 -1.0000E+00  1.0268E+09  9.9112E-01  1.2580E-01 -4.3171E-02
 -7.7333E-01 -1.0000E+00  9.3137E+08  9.9134E-01  1.1649E-01 -6.0677E-02
 -7.6000E-01 -1.0000E+00  8.1022E+08  9.9132E-01  1.0478E-01 -7.9398E-02
 -7.4667E-01 -1.0000E+00  6.7313E+08  9.9096E-01  8.9440E-02 -1.0001E-01
 -7.3333E-01 -1.0000E+00  5.3073E+08  9.9003E-01  6.8247E-02 -1.2320E-01
 -7.2000E-01 -1.0000E+00  3.9375E+08  9.8809E-01  3.7059E-02 -1.4932E-01
 -7.0667E-01 -1.0000E+00  2.7220E+08  9.8419E-01 -1.2128E-02 -1.7668E-01
 -6.9333E-01 -1.0000E+00  1.7482E+08  9.7631E-01 -9.3882E-02 -1.9493E-01
 -6.8000E-01 -1.0000E+00  1.0858E+08  9.6139E-01 -2.2168E-01 -1.6307E-01
 -6.6667E-01 -1.0000E+00  7.8377E+07  9.4342E-01 -3.3161E-01 -2.7147E-04
 -6.5333E-01 -1.0000E+00  8.6865E+07  9.4437E-01 -2.5609E-01  2.0637E-01
 -6.4000E-01 -1.0000E+00  1.3451E+08  9.6026E-01 -9.8416E-02  2.6120E-01
 -6.2667E-01 -1.0000E+00  2.1970E+08  9.7300E-01  1.6671E-03  2.3080E-01
 -6.1333E-01 -1.0000E+00  3.3902E+08  9.8069E-01  5.2208E-02  1.8848E-01
 -6.0000E-01 -1.0000E+00  4.8756E+08  9.8533E-01  7.7458E-02  1.5206E-01
