          71          71         153   450.160004      WAVE
 -1.0000E+00 -1.0000E+00  8.9987E+07  9.2710E-01  2.6232E-01  2.6773E-01
 -9.7143E-01 -1.0000E+00  3.8889E+08  9.2674E-01  3.6826E-01 -7.4355E-02
 -9.4286E-01 -1.0000E+00  3.3630E+07  9.7131E-01 -2.1892E-01  9.2905E-02
 -9.1429E-01 -1.0000E+00  4.5837E+08  9.3472E-01  3.5526E-01  9.9686E-03
 -8.8571E-01 -1.0000E+00  1.7384E+08  9.4963E-01  2.2236E-01 -2.2081E-01
 -8.5714E-01 -1.0000E+00  2.4760E+08  9.4484E-01  2.9392E-01  1.4449E-01
 -8.2857E-01 -1.0000E+00  5.7372E+08  9.4892E-01  3.0849E-01 -6.6186E-02
 -8.0000E-01 -1.0000E+00  6.4539E+07  9.7988E-01 -1.0353E-01 -1.7064E-01
 -7.7143E-01 -1.0000E+00  5.0657E+08  9.5514E-01  2.8867E-01  6.6163E-02
 -7.4286E-01 -1.0000E+00  6.4720E+08  9.6052E-01  2.6612E-01 -8.1117E-02
 -7.1429E-01 -1.0000E+00  7.4572E+07  9.8718E-01 -1.2702E-01 -9.6663E-02
 -6.8571E-01 -1.0000E+00  5.8317E+08  9.6531E-01  2.5147E-01  7.0317E-02
 -6.5714E-01 -1.0000E+00  9.3135E+08  9.6910E-01  2.4182E-01 -4.8697E-02
 -6.2857E-01 -1.0000E+00  2.4149E+08  9.7998E-01  1.0122E-01 -1.7142E-01
 -6.0000E-01 -1.0000E+00  2.9990E+08  9.7645E-01  1.5904E-01  1.4577E-01
 -5.7143E-01 -1.0000E+00  1.1446E+09  9.7628E-01  2.1622E-01  1.0909E-02
 -5.4286E-01 -1.0000E+00  1.0611E+09  9.7996E-01  1.8897E-01 -6.2996E-02
 -5.1429E-01 -1.0000E+00  2.6606E+08  9.8862E-01  5.0951E-02 -1.4153E-01
 -4.8571E-01 -1.0000E+00  3.0755E+08  9.8599E-01  1.0004E-01  1.3350E-01
 -4.5714E-01 -1.0000E+00  1.2275E+09  9.8499E-01  1.6993E-01  3.0437E-02
 -4.2857E-01 -1.0000E+00  1.7242E+09  9.8713E-01  1.5856E-01 -2.0852E-02
 -4.0000E-01 -1.0000E+00  1.2147E+09  9.8975E-01  1.2848E-01 -6.2405E-02
 -3.7143E-01 -1.0000E+00  4.1057E+08  9.9404E-01  4.0701E-02 -1.0117E-01
 -3.4286E-01 -1.0000E+00  2.1993E+08  9.9582E-01 -2.1924E-02  8.8690E-02
 -3.1429E-01 -1.0000E+00  8.1057E+08  9.9315E-01  1.0062E-01  5.9385E-02
 -2.8571E-01 -1.0000E+00  1.6924E+09  9.9407E-01  1.0736E-01  1.7295E-02
 -2.5714E-01 -1.0000E+00  2.3051E+09  9.9524E-01  9.7304E-02 -5.9316E-03
 -2.2857E-01 -1.0000E+00  2.4096E+09  9.9632E-01  8.3065E-02 -2.1132E-02
 -2.0000E-01 -1.0000E+00  2.0952E+09  9.9727E-01  6.6496E-02 -3.2120E-02
 -1.7143E-01 -1.0000E+00  1.5926E+09  9.9807E-01  4.7578E-02 -3.9995E-02
 -1.4286E-01 -1.0000E+00  1.1044E+09  9.9869E-01  2.5975E-02 -4.4187E-02
 -1.1429E-01 -1.0000E+00  7.3699E+08  9.9909E-01  2.3349E-03 -4.2598E-02
 -8.5714E-02 -1.0000E+00  5.0913E+08  9.9926E-01 -1.9679E-02 -3.3072E-02
 -5.7143E-02 -1.0000E+00  3.9147E+08  9.9926E-01 -3.4007E-02 -1.7862E-02
 -2.8571E-02 -1.0000E+00  3.4237E+08  9.9923E-01 -3.9005E-02 -4.3952E-03
  0.0000E+00 -1.0000E+00  3.3023E+08  9.9922E-01 -3.9507E-02  2.6622E-03
  2.8571E-02 -1.0000E+00  3.4350E+08  9.9919E-01 -4.0069E-02  4.3168E-03
  5.7143E-02 -1.0000E+00  3.9333E+08  9.9910E-01 -4.2231E-02  3.2632E-03
  8.5714E-02 -1.0000E+00  5.1086E+08  9.9893E-01 -4.6195E-02  1.3659E-03
  1.1429E-01 -1.0000E+00  7.3706E+08  9.9865E-01 -5.1891E-02 -8.1909E-04
  1.4286E-01 -1.0000E+00  1.1008E+09  9.9826E-01 -5.8908E-02 -3.4929E-03
  1.7143E-01 -1.0000E+00  1.5832E+09  9.9775E-01 -6.6636E-02 -6.9313E-03
  2.0000E-01 -1.0000E+00  2.0795E+09  9.9716E-01 -7.4493E-02 -1.1372E-02
  2.2857E-01 -1.0000E+00  2.3901E+09  9.9650E-01 -8.1860E-02 -1.7157E-02
  2.5714E-01 -1.0000E+00  2.2887E+09  9.9583E-01 -8.7726E-02 -2.4927E-02
  2.8571E-01 -1.0000E+00  1.6876E+09  9.9534E-01 -8.9496E-02 -3.5897E-02
  3.1429E-01 -1.0000E+00  8.2070E+08  9.9571E-01 -7.7175E-02 -5.0965E-02
  3.4286E-01 -1.0000E+00  2.3614E+08  9.9962E-01 -1.5058E-02 -2.3049E-02
  3.7143E-01 -1.0000E+00  4.1400E+08  9.9274E-01 -1.0784E-01  5.3310E-02
  4.0000E-01 -1.0000E+00  1.1940E+09  9.8911E-01 -1.4693E-01  8.0448E-03
  4.2857E-01 -1.0000E+00  1.6943E+09  9.8769E-01 -1.5479E-01 -2.2513E-02
  4.5714E-01 -1.0000E+00  1.2196E+09  9.8735E-01 -1.4914E-01 -5.3843E-02
  4.8571E-01 -1.0000E+00  3.2601E+08  9.9278E-01 -8.1055E-02 -8.8377E-02
  5.1429E-01 -1.0000E+00  2.7185E+08  9.8736E-01 -1.3219E-01  8.7389E-02
  5.4286E-01 -1.0000E+00  1.0312E+09  9.7952E-01 -2.0130E-01  3.4821E-03
  5.7143E-01 -1.0000E+00  1.1222E+09  9.7849E-01 -2.0009E-01 -5.0164E-02
  6.0000E-01 -1.0000E+00  3.1718E+08  9.8552E-01 -1.2676E-01 -1.1260E-01
  6.2857E-01 -1.0000E+00  2.4437E+08  9.7867E-01 -1.7819E-01  1.0223E-01
  6.5714E-01 -1.0000E+00  8.9573E+08  9.6938E-01 -2.4520E-01 -1.3679E-02
  6.8571E-01 -1.0000E+00  5.8076E+08  9.7134E-01 -2.1838E-01 -9.3808E-02
  7.1429E-01 -1.0000E+00  9.1418E+07  9.9476E-01 -3.2462E-02  9.6902E-02
  7.4286E-01 -1.0000E+00  6.1504E+08  9.5994E-01 -2.8012E-01  6.5167E-03
