         151         151          59   1098.69995      WAVE
 -1.0000E+00 -1.0000E+00  9.0105E+06  7.2228E-01 -6.7649E-01 -1.4376E-01
 -9.8667E-01 -1.0000E+00  7.3629E+06  7.3695E-01 -6.4793E-01  1.9259E-01
 -9.7333E-01 -1.0000E+00  8.0208E+06  6.4439E-01 -7.4235E-01 -1.8353E-01
 -9.6000E-01 -1.0000E+00  6.7249E+06  6.8935E-01 -6.9316E-01  2.1055E-01
 -9.4667E-01 -1.0000E+00  6.1152E+06  5.2462E-01 -8.0934E-01 -2.6410E-01
 -9.3333E-01 -1.0000E+00  7.0851E+06  6.3273E-01 -7.5207E-01  1.8448E-01
 -9.2000E-01 -1.0000E+00  3.7274E+06  3.1750E-01 -8.4911E-01 -4.2215E-01
 -9.0667E-01 -1.0000E+00  7.8905E+06  5.4507E-01 -8.3097E-01  1.1127E-01
 -8.9333E-01 -1.0000E+00  1.5133E+06 -1.3065E-01 -6.7959E-01 -7.2186E-01
 -8.8000E-01 -1.0000E+00  8.2675E+06  4.0130E-01 -9.1586E-01 -1.3002E-02
 -8.6667E-01 -1.0000E+00  4.5493E+05 -6.7473E-01  7.3124E-01 -1.0011E-01
 -8.5333E-01 -1.0000E+00  7.2312E+06  1.7406E-01 -9.6148E-01 -2.1273E-01
 -8.4000E-01 -1.0000E+00  1.2921E+06  3.8914E-01 -3.8537E-01  8.3669E-01
 -8.2667E-01 -1.0000E+00  4.5730E+06 -1.5940E-01 -8.2586E-01 -5.4088E-01
 -8.1333E-01 -1.0000E+00  3.4437E+06  1.2283E-01 -9.5073E-01  2.8466E-01
 -8.0000E-01 -1.0000E+00  1.7385E+06 -4.1958E-01  2.9795E-02 -9.0723E-01
 -7.8667E-01 -1.0000E+00  4.8712E+06 -3.1905E-01 -9.2021E-01 -2.2674E-01
 -7.7333E-01 -1.0000E+00  8.5856E+05  4.9156E-01  4.9364E-01  7.1742E-01
 -7.6000E-01 -1.0000E+00  4.0502E+06 -6.0536E-01 -3.3228E-01 -7.2327E-01
 -7.4667E-01 -1.0000E+00  2.3849E+06 -4.7719E-01 -8.4715E-01  2.3373E-01
 -7.3333E-01 -1.0000E+00  1.8176E+06 -1.4636E-02  7.6235E-01 -6.4700E-01
 -7.2000E-01 -1.0000E+00  4.3699E+06 -7.9776E-01 -1.1718E-01 -5.9148E-01
 -7.0667E-01 -1.0000E+00  1.0696E+06 -2.3170E-01 -4.5310E-01  8.6082E-01
 -6.9333E-01 -1.0000E+00  3.4943E+06 -1.4849E-01  7.0841E-01 -6.9001E-01
 -6.8000E-01 -1.0000E+00  4.2629E+06 -7.9901E-01  3.1507E-01 -5.1217E-01
 -6.6667E-01 -1.0000E+00  7.8395E+05  2.3773E-01  3.0973E-02  9.7084E-01
 -6.5333E-01 -1.0000E+00  5.0603E+06  1.8949E-02  8.2004E-01 -5.7200E-01
 -6.4000E-01 -1.0000E+00  5.2243E+06 -4.8987E-01  7.3349E-01 -4.7118E-01
 -6.2667E-01 -1.0000E+00  6.5782E+05  3.5727E-03  1.5803E-01  9.8743E-01
 -6.1333E-01 -1.0000E+00  6.1255E+06  3.0268E-01  8.4711E-01 -4.3678E-01
 -6.0000E-01 -1.0000E+00  8.3671E+06 -2.4565E-02  9.0831E-01 -4.1758E-01
 -5.8667E-01 -1.0000E+00  1.1932E+06 -5.2393E-01  8.2809E-01  1.9941E-01
 -5.7333E-01 -1.0000E+00  4.8799E+06  5.9781E-01  7.4490E-01 -2.9621E-01
 -5.6000E-01 -1.0000E+00  1.3272E+07  3.5728E-01  8.6888E-01 -3.4264E-01
 -5.4667E-01 -1.0000E+00  6.4081E+06  1.9613E-01  9.4622E-01 -2.5730E-01
 -5.3333E-01 -1.0000E+00  8.2233E+05  8.9936E-01  3.6082E-01  2.4688E-01
 -5.2000E-01 -1.0000E+00  1.2763E+07  6.1695E-01  7.3859E-01 -2.7179E-01
 -5.0667E-01 -1.0000E+00  1.8947E+07  5.5170E-01  7.9502E-01 -2.5213E-01
 -4.9333E-01 -1.0000E+00  6.2134E+06  4.7345E-01  8.6255E-01 -1.7850E-01
 -4.8000E-01 -1.0000E+00  1.5068E+06  9.0555E-01  4.1261E-01 -9.8595E-02
 -4.6667E-01 -1.0000E+00  1.8136E+07  7.3326E-01  6.4331E-01 -2.2019E-01
 -4.5333E-01 -1.0000E+00  2.8216E+07  7.1680E-01  6.6841E-01 -1.9855E-01
 -4.4000E-01 -1.0000E+00  1.3980E+07  7.0856E-01  6.8707E-01 -1.6087E-01
 -4.2667E-01 -1.0000E+00  2.7626E+05  6.6244E-01  5.9295E-01  4.5780E-01
 -4.1333E-01 -1.0000E+00  1.2647E+07  8.3033E-01  5.1974E-01 -2.0104E-01
 -4.0000E-01 -1.0000E+00  3.5904E+07  8.2407E-01  5.3906E-01 -1.7416E-01
 -3.8667E-01 -1.0000E+00  3.7892E+07  8.3357E-01  5.3172E-01 -1.4977E-01
 -3.7333E-01 -1.0000E+00  1.6241E+07  8.4533E-01  5.2268E-01 -1.1057E-01
 -3.6000E-01 -1.0000E+00  2.5786E+05  8.5839E-01  3.7667E-01  3.4825E-01
 -3.4667E-01 -1.0000E+00  1.1977E+07  8.8228E-01  4.2269E-01 -2.0716E-01
 -3.3333E-01 -1.0000E+00  4.0659E+07  8.9332E-01  4.1920E-01 -1.6205E-01
 -3.2000E-01 -1.0000E+00  5.7556E+07  9.0625E-01  4.0006E-01 -1.3657E-01
 -3.0667E-01 -1.0000E+00  4.7226E+07  9.2011E-01  3.7597E-01 -1.0976E-01
 -2.9333E-01 -1.0000E+00  2.0525E+07  9.3654E-01  3.4491E-01 -6.2709E-02
 -2.8000E-01 -1.0000E+00  1.4585E+06  9.4665E-01  2.4844E-01  2.0525E-01
