         151         151          38   848.650513      WAVE
 -1.0000E+00 -1.0000E+00  2.0115E+06 -9.8316E-02 -7.0217E-01 -7.0519E-01
 -9.8667E-01 -1.0000E+00  1.7831E+07  6.8178E-01 -7.3144E-01 -1.3067E-02
 -9.7333E-01 -1.0000E+00  3.9604E+06  9.6006E-01 -4.5101E-02  2.7614E-01
 -9.6000E-01 -1.0000E+00  7.9511E+06  2.9082E-01 -9.0019E-01 -3.2416E-01
 -9.4667E-01 -1.0000E+00  1.3478E+07  7.1135E-01 -6.9831E-01  7.9639E-02
 -9.3333E-01 -1.0000E+00  1.3728E+06  3.2057E-01  8.5601E-01 -4.0557E-01
 -9.2000E-01 -1.0000E+00  1.0644E+07  2.7732E-01 -9.3027E-01 -2.4019E-01
 -9.0667E-01 -1.0000E+00  8.5750E+06  7.5344E-01 -6.3459E-01  1.7210E-01
 -8.9333E-01 -1.0000E+00  2.0479E+06 -2.9287E-01  3.0306E-01 -9.0685E-01
 -8.8000E-01 -1.0000E+00  9.9761E+06  1.3963E-01 -9.6048E-01 -2.4081E-01
 -8.6667E-01 -1.0000E+00  5.9340E+06  7.8053E-01 -5.7954E-01  2.3432E-01
 -8.5333E-01 -1.0000E+00  2.8334E+06 -3.4101E-01  3.0600E-01 -8.8886E-01
 -8.4000E-01 -1.0000E+00  8.2398E+06 -1.3778E-01 -9.3310E-01 -3.3219E-01
 -8.2667E-01 -1.0000E+00  4.8674E+06  7.1007E-01 -6.5854E-01  2.4926E-01
 -8.1333E-01 -1.0000E+00  3.3018E+06 -1.1188E-01  6.4874E-01 -7.5274E-01
 -8.0000E-01 -1.0000E+00  6.8100E+06 -5.3903E-01 -6.4291E-01 -5.4416E-01
 -7.8667E-01 -1.0000E+00  4.3190E+06  3.6087E-01 -9.1593E-01  1.7565E-01
 -7.7333E-01 -1.0000E+00  3.6279E+06  4.3340E-01  7.9539E-01 -4.2370E-01
 -7.6000E-01 -1.0000E+00  6.5991E+06 -6.6402E-01  1.2478E-01 -7.3723E-01
 -7.4667E-01 -1.0000E+00  4.1708E+06 -4.9671E-01 -8.4596E-01 -1.9399E-01
 -7.3333E-01 -1.0000E+00  3.0977E+06  9.5373E-01  2.9822E-01  3.8376E-02
 -7.2000E-01 -1.0000E+00  7.5798E+06 -1.1992E-01  7.7349E-01 -6.2236E-01
 -7.0667E-01 -1.0000E+00  6.4559E+06 -7.3333E-01  2.9414E-01 -6.1295E-01
 -6.9333E-01 -1.0000E+00  1.8212E+06 -5.0505E-02 -9.7253E-01  2.2722E-01
 -6.8000E-01 -1.0000E+00  6.1055E+06  6.0454E-01  7.3770E-01 -3.0055E-01
 -6.6667E-01 -1.0000E+00  1.1886E+07  6.9387E-03  8.6171E-01 -5.0736E-01
 -6.5333E-01 -1.0000E+00  6.4758E+06 -4.9290E-01  6.9507E-01 -5.2338E-01
 -6.4000E-01 -1.0000E+00  1.0830E+06  3.0431E-01 -8.8898E-01  3.4221E-01
 -6.2667E-01 -1.0000E+00  9.4187E+06  6.2513E-01  7.2950E-01 -2.7758E-01
 -6.1333E-01 -1.0000E+00  1.8254E+07  3.2139E-01  8.7111E-01 -3.7132E-01
 -6.0000E-01 -1.0000E+00  1.1096E+07  6.8180E-02  9.1312E-01 -4.0194E-01
 -5.8667E-01 -1.0000E+00  7.6142E+05 -9.8903E-01 -4.6245E-02 -1.4027E-01
 -5.7333E-01 -1.0000E+00  8.3981E+06  7.8702E-01  5.8467E-01 -1.9687E-01
 -5.6000E-01 -1.0000E+00  2.5526E+07  5.9599E-01  7.5857E-01 -2.6336E-01
 -5.4667E-01 -1.0000E+00  2.6007E+07  5.1000E-01  8.1425E-01 -2.7731E-01
 -5.3333E-01 -1.0000E+00  8.5553E+06  3.5072E-01  8.8808E-01 -2.9718E-01
