         151         151          28   700.000000      WAVE
 -1.0000E+00 -1.0000E+00  1.8857E+07  7.8448E-01 -6.1962E-01  2.5741E-02
 -9.8667E-01 -1.0000E+00  4.2185E+06  9.3984E-01  3.2363E-01 -1.0938E-01
 -9.7333E-01 -1.0000E+00  7.4814E+06  7.7137E-02 -8.9873E-01 -4.3166E-01
 -9.6000E-01 -1.0000E+00  1.6330E+07  6.4547E-01 -7.6341E-01 -2.3687E-02
 -9.4667E-01 -1.0000E+00  6.3125E+06  9.9976E-01 -8.7652E-03  2.0091E-02
 -9.3333E-01 -1.0000E+00  4.3570E+06 -3.7060E-01 -4.6646E-01 -8.0316E-01
 -9.2000E-01 -1.0000E+00  1.2646E+07  3.3333E-01 -9.2884E-01 -1.6169E-01
 -9.0667E-01 -1.0000E+00  8.7287E+06  8.9048E-01 -4.4981E-01  6.8665E-02
 -8.9333E-01 -1.0000E+00  3.4045E+06  7.1873E-02  6.4616E-01 -7.5981E-01
 -8.8000E-01 -1.0000E+00  8.0496E+06 -2.7536E-01 -8.1622E-01 -5.0791E-01
 -8.6667E-01 -1.0000E+00  9.2533E+06  4.6344E-01 -8.8491E-01 -4.6370E-02
 -8.5333E-01 -1.0000E+00  4.9261E+06  9.6625E-01  2.3732E-01 -1.0015E-01
 -8.4000E-01 -1.0000E+00  5.3819E+06 -4.5158E-01  3.1480E-01 -8.3485E-01
 -8.2667E-01 -1.0000E+00  7.5278E+06 -4.2803E-01 -7.6496E-01 -4.8127E-01
 -8.1333E-01 -1.0000E+00  5.7453E+06  5.7497E-01 -8.1813E-01  8.8909E-03
 -8.0000E-01 -1.0000E+00  5.2363E+06  7.2754E-01  6.0939E-01 -3.1516E-01
 -7.8667E-01 -1.0000E+00  7.4024E+06 -4.0264E-01  5.4283E-01 -7.3703E-01
 -7.7333E-01 -1.0000E+00  6.3055E+06 -7.2338E-01 -3.4925E-01 -5.9561E-01
 -7.6000E-01 -1.0000E+00  3.7160E+06  4.5595E-01 -8.8964E-01 -2.5684E-02
 -7.4667E-01 -1.0000E+00  6.3668E+06  7.4233E-01  6.0519E-01 -2.8756E-01
 -7.3333E-01 -1.0000E+00  1.0566E+07 -1.6542E-02  8.2653E-01 -5.6265E-01
 -7.2000E-01 -1.0000E+00  7.9468E+06 -5.6615E-01  5.2417E-01 -6.3618E-01
 -7.0667E-01 -1.0000E+00  2.5166E+06 -5.3066E-01 -7.6894E-01 -3.5655E-01
 -6.9333E-01 -1.0000E+00  5.2603E+06  9.3336E-01  3.1711E-01 -1.6816E-01
 -6.8000E-01 -1.0000E+00  1.4315E+07  4.4128E-01  8.1811E-01 -3.6874E-01
 -6.6667E-01 -1.0000E+00  1.6052E+07  1.2082E-01  8.8848E-01 -4.4272E-01
 -6.5333E-01 -1.0000E+00  6.9970E+06 -2.9721E-01  8.0224E-01 -5.1777E-01
 -6.4000E-01 -1.0000E+00  1.1791E+06  1.4584E-01 -9.5202E-01 -2.6905E-01
 -6.2667E-01 -1.0000E+00  1.0074E+07  7.9865E-01  5.5717E-01 -2.2742E-01
 -6.1333E-01 -1.0000E+00  2.4702E+07  5.7922E-01  7.6526E-01 -2.8086E-01
 -6.0000E-01 -1.0000E+00  2.6519E+07  4.6011E-01  8.3489E-01 -3.0208E-01
 -5.8667E-01 -1.0000E+00  1.2550E+07  2.9736E-01  8.9377E-01 -3.3579E-01
 -5.7333E-01 -1.0000E+00  8.1506E+05 -6.6157E-01  2.5242E-01 -7.0612E-01
 -5.6000E-01 -1.0000E+00  8.7381E+06  8.7364E-01  4.4113E-01 -2.0534E-01
 -5.4667E-01 -1.0000E+00  3.1582E+07  7.5097E-01  6.2599E-01 -2.1021E-01
 -5.3333E-01 -1.0000E+00  4.6749E+07  7.1033E-01  6.7222E-01 -2.0869E-01
 -5.2000E-01 -1.0000E+00  3.8423E+07  6.8571E-01  6.9854E-01 -2.0458E-01
 -5.0667E-01 -1.0000E+00  1.4836E+07  6.3218E-01  7.4669E-01 -2.0688E-01
 -4.9333E-01 -1.0000E+00  4.5272E+05 -7.5192E-02  5.9013E-01 -8.0380E-01
 -4.8000E-01 -1.0000E+00  1.2344E+07  8.7625E-01  4.3515E-01 -2.0693E-01
 -4.6667E-01 -1.0000E+00  4.4330E+07  8.4300E-01  5.0794E-01 -1.7705E-01
 -4.5333E-01 -1.0000E+00  7.2577E+07  8.3951E-01  5.1844E-01 -1.6260E-01
 -4.4000E-01 -1.0000E+00  7.5779E+07  8.4399E-01  5.1537E-01 -1.4862E-01
 -4.2667E-01 -1.0000E+00  5.1874E+07  8.5020E-01  5.1001E-01 -1.3055E-01
 -4.1333E-01 -1.0000E+00  1.8793E+07  8.5075E-01  5.1656E-01 -9.6877E-02
 -4.0000E-01 -1.0000E+00  8.1640E+05  6.4445E-01  7.5982E-01 -8.5714E-02
 -3.8667E-01 -1.0000E+00  1.2119E+07  8.8653E-01  3.9750E-01 -2.3675E-01
 -3.7333E-01 -1.0000E+00  4.8724E+07  9.0232E-01  3.9289E-01 -1.7733E-01
 -3.6000E-01 -1.0000E+00  9.2411E+07  9.1291E-01  3.7835E-01 -1.5312E-01
 -3.4667E-01 -1.0000E+00  1.2206E+08  9.2314E-01  3.5987E-01 -1.3531E-01
 -3.3333E-01 -1.0000E+00  1.2476E+08  9.3340E-01  3.3899E-01 -1.1767E-01
 -3.2000E-01 -1.0000E+00  1.0089E+08  9.4396E-01  3.1582E-01 -9.5915E-02
 -3.0667E-01 -1.0000E+00  6.2164E+07  9.5510E-01  2.8967E-01 -6.2278E-02
 -2.9333E-01 -1.0000E+00  2.5054E+07  9.6536E-01  2.6073E-01  1.0036E-02
 -2.8000E-01 -1.0000E+00  3.7062E+06  8.9796E-01  3.2871E-01  2.9260E-01
 -2.6667E-01 -1.0000E+00  5.3162E+06  7.8382E-01  5.3620E-01 -3.1324E-01
 -2.5333E-01 -1.0000E+00  2.9070E+07  9.1053E-01  3.3318E-01 -2.4481E-01
 -2.4000E-01 -1.0000E+00  6.8027E+07  9.4010E-01  2.7485E-01 -2.0166E-01
 -2.2667E-01 -1.0000E+00  1.1242E+08  9.5483E-01  2.3911E-01 -1.7642E-01
 -2.1333E-01 -1.0000E+00  1.5289E+08  9.6475E-01  2.1024E-01 -1.5827E-01
 -2.0000E-01 -1.0000E+00  1.8266E+08  9.7244E-01  1.8405E-01 -1.4313E-01
 -1.8667E-01 -1.0000E+00  1.9842E+08  9.7881E-01  1.5897E-01 -1.2904E-01
 -1.7333E-01 -1.0000E+00  2.0010E+08  9.8428E-01  1.3418E-01 -1.1483E-01
 -1.6000E-01 -1.0000E+00  1.8996E+08  9.8902E-01  1.0923E-01 -9.9563E-02
 -1.4667E-01 -1.0000E+00  1.7147E+08  9.9307E-01  8.3827E-02 -8.2406E-02
 -1.3333E-01 -1.0000E+00  1.4836E+08  9.9637E-01  5.7803E-02 -6.2443E-02
 -1.2000E-01 -1.0000E+00  1.2392E+08  9.9877E-01  3.1145E-02 -3.8647E-02
 -1.0667E-01 -1.0000E+00  1.0062E+08  9.9994E-01  4.0977E-03 -9.8830E-03
 -9.3333E-02 -1.0000E+00  8.0063E+07  9.9943E-01 -2.2708E-02  2.5001E-02
 -8.0000E-02 -1.0000E+00  6.3026E+07  9.9660E-01 -4.8079E-02  6.6859E-02
 -6.6667E-02 -1.0000E+00  4.9675E+07  9.9080E-01 -7.0228E-02  1.1568E-01
 -5.3333E-02 -1.0000E+00  3.9774E+07  9.8163E-01 -8.7097E-02  1.6975E-01
 -4.0000E-02 -1.0000E+00  3.2874E+07  9.6949E-01 -9.7370E-02  2.2497E-01
 -2.6667E-02 -1.0000E+00  2.8471E+07  9.5597E-01 -1.0192E-01  2.7520E-01
 -1.3333E-02 -1.0000E+00  2.6120E+07  9.4369E-01 -1.0450E-01  3.1389E-01
  0.0000E+00 -1.0000E+00  2.5503E+07  9.3526E-01 -1.1045E-01  3.3628E-01
  1.3333E-02 -1.0000E+00  2.6468E+07  9.3211E-01 -1.2383E-01  3.4035E-01
  2.6667E-02 -1.0000E+00  2.9039E+07  9.3397E-01 -1.4532E-01  3.2648E-01
  4.0000E-02 -1.0000E+00  3.3399E+07  9.3926E-01 -1.7224E-01  2.9686E-01
  5.3333E-02 -1.0000E+00  3.9852E+07  9.4595E-01 -2.0036E-01  2.5502E-01
  6.6667E-02 -1.0000E+00  4.8756E+07  9.5230E-01 -2.2588E-01  2.0518E-01
  8.0000E-02 -1.0000E+00  6.0430E+07  9.5724E-01 -2.4654E-01  1.5139E-01
  9.3333E-02 -1.0000E+00  7.5024E+07  9.6032E-01 -2.6158E-01  9.6753E-02
  1.0667E-01 -1.0000E+00  9.2375E+07  9.6157E-01 -2.7116E-01  4.3161E-02
  1.2000E-01 -1.0000E+00  1.1185E+08  9.6120E-01 -2.7572E-01 -8.5741E-03
  1.3333E-01 -1.0000E+00  1.3220E+08  9.5950E-01 -2.7558E-01 -5.8373E-02
  1.4667E-01 -1.0000E+00  1.5156E+08  9.5675E-01 -2.7070E-01 -1.0659E-01
  1.6000E-01 -1.0000E+00  1.6744E+08  9.5315E-01 -2.6049E-01 -1.5376E-01
  1.7333E-01 -1.0000E+00  1.7709E+08  9.4891E-01 -2.4375E-01 -2.0039E-01
  1.8667E-01 -1.0000E+00  1.7792E+08  9.4416E-01 -2.1831E-01 -2.4680E-01
  2.0000E-01 -1.0000E+00  1.6818E+08  9.3899E-01 -1.8063E-01 -2.9270E-01
  2.1333E-01 -1.0000E+00  1.4773E+08  9.3342E-01 -1.2478E-01 -3.3640E-01
  2.2667E-01 -1.0000E+00  1.1860E+08  9.2718E-01 -4.0703E-02 -3.7241E-01
  2.4000E-01 -1.0000E+00  8.5142E+07  9.1911E-01  8.8433E-02 -3.8394E-01
  2.5333E-01 -1.0000E+00  5.3567E+07  9.0480E-01  2.8314E-01 -3.1807E-01
  2.6667E-01 -1.0000E+00  3.0607E+07  8.6950E-01  4.9326E-01 -2.5603E-02
  2.8000E-01 -1.0000E+00  2.1602E+07  8.0235E-01  2.8462E-01  5.2463E-01
  2.9333E-01 -1.0000E+00  2.8498E+07  7.8009E-01 -3.4735E-01  5.2039E-01
  3.0667E-01 -1.0000E+00  4.8525E+07  8.0126E-01 -5.7836E-01  1.5327E-01
  3.2000E-01 -1.0000E+00  7.4371E+07  8.2156E-01 -5.5660E-01 -1.2343E-01
  3.3333E-01 -1.0000E+00  9.6213E+07  8.3855E-01 -4.5400E-01 -3.0118E-01
  3.4667E-01 -1.0000E+00  1.0521E+08  8.5674E-01 -3.1152E-01 -4.1104E-01
  3.6000E-01 -1.0000E+00  9.7235E+07  8.7972E-01 -1.3120E-01 -4.5704E-01
  3.7333E-01 -1.0000E+00  7.5090E+07  9.0818E-01  9.1948E-02 -4.0835E-01
  3.8667E-01 -1.0000E+00  4.7884E+07  9.2869E-01  3.2936E-01 -1.7045E-01
  4.0000E-01 -1.0000E+00  2.7290E+07  8.6302E-01  3.1954E-01  3.9127E-01
  4.1333E-01 -1.0000E+00  2.2068E+07  6.2810E-01 -4.4351E-01  6.3936E-01
  4.2667E-01 -1.0000E+00  3.3368E+07  5.7559E-01 -8.1745E-01 -2.1872E-02
  4.4000E-01 -1.0000E+00  5.3452E+07  6.7694E-01 -5.8268E-01 -4.4970E-01
  4.5333E-01 -1.0000E+00  6.9204E+07  7.8748E-01 -2.6302E-01 -5.5740E-01
  4.6667E-01 -1.0000E+00  6.9447E+07  8.8504E-01  2.5965E-02 -4.6479E-01
  4.8000E-01 -1.0000E+00  5.2500E+07  9.5202E-01  2.4984E-01 -1.7676E-01
  4.9333E-01 -1.0000E+00  2.8856E+07  8.8467E-01  2.5043E-01  3.9324E-01
  5.0667E-01 -1.0000E+00  1.5319E+07  3.4830E-01 -5.8756E-01  7.3039E-01
  5.2000E-01 -1.0000E+00  2.2344E+07  2.8117E-01 -8.5903E-01 -4.2779E-01
  5.3333E-01 -1.0000E+00  4.3501E+07  6.5522E-01 -3.0765E-01 -6.8996E-01
  5.4667E-01 -1.0000E+00  5.8263E+07  8.7320E-01  2.9701E-02 -4.8646E-01
  5.6000E-01 -1.0000E+00  5.0110E+07  9.7292E-01  2.0079E-01 -1.1447E-01
  5.7333E-01 -1.0000E+00  2.5120E+07  8.4736E-01  1.6556E-01  5.0456E-01
  5.8667E-01 -1.0000E+00  9.1347E+06 -2.8735E-01 -7.3220E-01  6.1750E-01
  6.0000E-01 -1.0000E+00  2.0186E+07  2.6334E-01 -4.2407E-01 -8.6650E-01
  6.1333E-01 -1.0000E+00  4.4599E+07  8.0563E-01 -7.0243E-03 -5.9237E-01
  6.2667E-01 -1.0000E+00  5.0216E+07  9.7585E-01  1.2828E-01 -1.7678E-01
  6.4000E-01 -1.0000E+00  2.7777E+07  9.0316E-01  1.5070E-01  4.0198E-01
  6.5333E-01 -1.0000E+00  6.8627E+06 -5.3345E-01 -1.7761E-01  8.2697E-01
  6.6667E-01 -1.0000E+00  1.6697E+07  2.5644E-01 -8.2439E-02 -9.6304E-01
  6.8000E-01 -1.0000E+00  4.1653E+07  8.7733E-01  5.3604E-02 -4.7689E-01
  6.9333E-01 -1.0000E+00  4.1943E+07  9.9645E-01  8.3575E-02  1.0555E-02
  7.0667E-01 -1.0000E+00  1.6321E+07  6.7833E-01  1.6028E-01  7.1706E-01
  7.2000E-01 -1.0000E+00  6.5589E+06 -6.6337E-01  4.2070E-01 -6.1883E-01
  7.3333E-01 -1.0000E+00  2.7837E+07  7.5825E-01  8.8799E-02 -6.4588E-01
  7.4667E-01 -1.0000E+00  4.0891E+07  9.9325E-01  2.1711E-02 -1.1395E-01
  7.6000E-01 -1.0000E+00  2.1652E+07  8.5330E-01  1.0452E-01  5.1083E-01
  7.7333E-01 -1.0000E+00  6.2371E+06 -4.2578E-01  9.0472E-01  1.3690E-02
  7.8667E-01 -1.0000E+00  2.2522E+07  7.4966E-01  1.5205E-01 -6.4412E-01
  8.0000E-01 -1.0000E+00  3.5869E+07  9.9617E-01 -3.6191E-02 -7.9624E-02
  8.1333E-01 -1.0000E+00  1.9122E+07  8.2213E-01  1.1563E-01  5.5743E-01
  8.2667E-01 -1.0000E+00  7.6330E+06  3.0486E-02  9.7391E-01 -2.2489E-01
  8.4000E-01 -1.0000E+00  2.3505E+07  8.6957E-01  7.5580E-02 -4.8800E-01
  8.5333E-01 -1.0000E+00  2.9509E+07  9.8868E-01 -9.8296E-02  1.1334E-01
  8.6667E-01 -1.0000E+00  1.2838E+07  6.2763E-01  3.8390E-01  6.7727E-01
  8.8000E-01 -1.0000E+00  1.1368E+07  5.5759E-01  5.9333E-01 -5.8056E-01
  8.9333E-01 -1.0000E+00  2.5175E+07  9.7514E-01 -1.1592E-01 -1.8887E-01
  9.0667E-01 -1.0000E+00  2.0006E+07  8.8243E-01 -1.5614E-02  4.7018E-01
  9.2000E-01 -1.0000E+00  9.2736E+06  4.7303E-01  8.7504E-01  1.0272E-01
  9.3333E-01 -1.0000E+00  1.7287E+07  9.1489E-01 -1.9634E-03 -4.0369E-01
  9.4667E-01 -1.0000E+00  2.1028E+07  9.3577E-01 -1.7427E-01  3.0655E-01
  9.6000E-01 -1.0000E+00  1.1256E+07  6.3134E-01  6.0711E-01  4.8253E-01
  9.7333E-01 -1.0000E+00  1.2296E+07  8.5929E-01  1.8170E-01 -4.7813E-01
  9.8667E-01 -1.0000E+00  1.8380E+07  9.3663E-01 -2.5912E-01  2.3578E-01
  1.0000E+00 -1.0000E+00  1.2665E+07  7.1250E-01  4.2898E-01  5.5526E-01
 -1.0000E+00 -9.8667E-01  4.1609E+06  9.4008E-01  3.2166E-01 -1.1307E-01
 -9.8667E-01 -9.8667E-01  8.1689E+06  1.8670E-01 -9.1411E-01 -3.5993E-01
 -9.7333E-01 -9.8667E-01  1.7688E+07  7.0161E-01 -7.1248E-01 -1.1166E-02
 -9.6000E-01 -9.8667E-01  5.9600E+06  9.9820E-01  5.9594E-02 -6.4806E-03
 -9.4667E-01 -9.8667E-01  4.8899E+06 -2.5933E-01 -6.8229E-01 -6.8354E-01
 -9.3333E-01 -9.8667E-01  1.4201E+07  4.6111E-01 -8.8040E-01 -1.1079E-01
 -9.2000E-01 -9.8667E-01  8.5059E+06  9.4046E-01 -3.3516E-01  5.6690E-02
 -9.0667E-01 -9.8667E-01  3.2073E+06 -2.2540E-01  4.1228E-01 -8.8273E-01
