         151         151         143   2147.44995      WAVE
 -1.0000E+00 -1.0000E+00  2.1846E+07  7.8954E-01 -6.1053E-01 -6.2322E-02
 -9.8667E-01 -1.0000E+00  1.5046E+07  6.9419E-01 -7.1977E-01 -5.3170E-03
 -9.7333E-01 -1.0000E+00  2.0862E+07  7.5026E-01 -6.6111E-01 -5.9477E-03
 -9.6000E-01 -1.0000E+00  1.5645E+07  6.5615E-01 -7.4952E-01 -8.7669E-02
 -9.4667E-01 -1.0000E+00  1.4072E+07  6.4304E-01 -7.6436E-01  4.7521E-02
 -9.3333E-01 -1.0000E+00  1.7511E+07  6.4575E-01 -7.5974E-01 -7.6217E-02
 -9.2000E-01 -1.0000E+00  1.2928E+07  4.8082E-01 -8.7592E-01 -3.9823E-02
 -9.0667E-01 -1.0000E+00  1.2254E+07  5.6868E-01 -8.2061E-01  5.6504E-02
 -8.9333E-01 -1.0000E+00  1.2046E+07  4.8505E-01 -8.6107E-01 -1.5256E-01
 -8.8000E-01 -1.0000E+00  1.1381E+07  2.5671E-01 -9.6649E-01 -2.1028E-03
 -8.6667E-01 -1.0000E+00  1.2774E+07  3.8526E-01 -9.1959E-01  7.7003E-02
 -8.5333E-01 -1.0000E+00  9.0824E+06  3.1354E-01 -9.3775E-01 -1.4937E-01
 -8.4000E-01 -1.0000E+00  6.1925E+06 -2.9745E-03 -9.9992E-01 -1.1903E-02
 -8.2667E-01 -1.0000E+00  8.5276E+06  1.5110E-01 -9.8808E-01  2.9371E-02
 -8.1333E-01 -1.0000E+00  8.6650E+06 -5.4463E-02 -9.7554E-01 -2.1296E-01
 -8.0000E-01 -1.0000E+00  8.0111E+06 -4.0635E-01 -9.1371E-01 -2.5718E-03
 -7.8667E-01 -1.0000E+00  9.1432E+06 -2.7483E-01 -9.5091E-01  1.4223E-01
 -7.7333E-01 -1.0000E+00  7.6865E+06 -3.4747E-01 -9.2888E-01 -1.2827E-01
 -7.6000E-01 -1.0000E+00  5.1521E+06 -7.6039E-01 -6.4271E-01 -9.3439E-02
 -7.4667E-01 -1.0000E+00  4.5250E+06 -6.9672E-01 -6.6073E-01  2.7930E-01
 -7.3333E-01 -1.0000E+00  3.4799E+06 -6.1700E-01 -7.8421E-01 -6.5829E-02
 -7.2000E-01 -1.0000E+00  2.1158E+06 -9.4200E-01 -1.5057E-01 -2.9994E-01
 -7.0667E-01 -1.0000E+00  1.7705E+06 -9.1662E-01 -6.8240E-02  3.9389E-01
 -6.9333E-01 -1.0000E+00  1.2915E+06 -8.4163E-01 -5.3695E-01 -5.7805E-02
 -6.8000E-01 -1.0000E+00  9.1498E+05 -7.3340E-01  4.8869E-01 -4.7254E-01
 -6.6667E-01 -1.0000E+00  8.3689E+05 -7.3995E-01  4.4252E-01  5.0661E-01
 -6.5333E-01 -1.0000E+00  5.1396E+05 -9.1793E-01 -2.1168E-01 -3.3555E-01
 -6.4000E-01 -1.0000E+00  5.8247E+05 -1.4705E-01  9.5371E-01 -2.6233E-01
 -6.2667E-01 -1.0000E+00  4.4759E+05 -6.4286E-01  5.0018E-01  5.8013E-01
 -6.1333E-01 -1.0000E+00  3.0501E+05 -2.8054E-01  4.3999E-01 -8.5306E-01
 -6.0000E-01 -1.0000E+00  4.8882E+05  1.5044E-01  9.4764E-01  2.8167E-01
 -5.8667E-01 -1.0000E+00  1.8699E+05 -9.3256E-01  3.1021E-01 -1.8464E-01
 -5.7333E-01 -1.0000E+00  4.1466E+05  5.2919E-01  8.3701E-01 -1.3918E-01
 -5.6000E-01 -1.0000E+00  2.2908E+05 -4.0642E-01  7.8574E-01  4.6630E-01
 -5.4667E-01 -1.0000E+00  2.9207E+05  6.3851E-01  6.4359E-01 -4.2201E-01
 -5.3333E-01 -1.0000E+00  2.9757E+05  1.3308E-01  8.8039E-01  4.5519E-01
 -5.2000E-01 -1.0000E+00  2.0905E+05  6.5386E-01  5.0944E-01 -5.5941E-01
 -5.0667E-01 -1.0000E+00  3.3244E+05  3.8154E-01  8.4312E-01  3.7891E-01
 -4.9333E-01 -1.0000E+00  1.8005E+05  7.3020E-01  4.3052E-01 -5.3053E-01
 -4.8000E-01 -1.0000E+00  3.2907E+05  4.6858E-01  8.1918E-01  3.3073E-01
 -4.6667E-01 -1.0000E+00  2.0255E+05  8.7164E-01  3.6761E-01 -3.2420E-01
 -4.5333E-01 -1.0000E+00  2.7843E+05  4.5570E-01  8.4913E-01  2.6706E-01
 -4.4000E-01 -1.0000E+00  2.8986E+05  9.2808E-01  3.7100E-01 -3.1966E-02
 -4.2667E-01 -1.0000E+00  1.6775E+05  3.5857E-01  9.3224E-01  4.8455E-02
 -4.1333E-01 -1.0000E+00  4.2633E+05  8.7251E-01  4.6143E-01  1.6066E-01
 -4.0000E-01 -1.0000E+00  7.2460E+04  5.1099E-01  5.4731E-01 -6.6283E-01
 -3.8667E-01 -1.0000E+00  4.4601E+05  7.8258E-01  5.9323E-01  1.8878E-01
 -3.7333E-01 -1.0000E+00  2.2494E+05  9.8245E-01  1.8485E-01  2.5059E-02
 -3.6000E-01 -1.0000E+00  1.7069E+05  6.4960E-01  7.5736E-01 -6.6497E-02
 -3.4667E-01 -1.0000E+00  5.2601E+05  8.8727E-01  4.2903E-01  1.6937E-01
 -3.3333E-01 -1.0000E+00  1.3198E+05  9.9997E-01  1.8468E-03 -6.8992E-03
 -3.2000E-01 -1.0000E+00  2.2558E+05  7.9276E-01  6.0836E-01 -3.7868E-02
 -3.0667E-01 -1.0000E+00  5.8123E+05  9.1720E-01  3.6916E-01  1.4989E-01
 -2.9333E-01 -1.0000E+00  1.9873E+05  9.8252E-01  5.6332E-02  1.7743E-01
 -2.8000E-01 -1.0000E+00  1.0197E+05  8.1785E-01  5.0179E-01 -2.8166E-01
 -2.6667E-01 -1.0000E+00  5.6560E+05  9.2960E-01  3.5978E-01  8.0007E-02
 -2.5333E-01 -1.0000E+00  5.2874E+05  9.5987E-01  2.1344E-01  1.8193E-01
 -2.4000E-01 -1.0000E+00  8.6174E+04  9.3594E-01 -1.8198E-01  3.0149E-01
 -2.2667E-01 -1.0000E+00  1.2859E+05  9.0646E-01  3.4717E-01 -2.4043E-01
 -2.1333E-01 -1.0000E+00  5.7318E+05  9.6619E-01  2.5517E-01  3.6805E-02
 -2.0000E-01 -1.0000E+00  6.9722E+05  9.7389E-01  1.7640E-01  1.4291E-01
 -1.8667E-01 -1.0000E+00  3.6004E+05  9.5775E-01  8.7812E-02  2.7388E-01
 -1.7333E-01 -1.0000E+00  3.7392E+04  6.5709E-01 -2.6834E-01  7.0444E-01
 -1.6000E-01 -1.0000E+00  8.3060E+04  8.9452E-01  1.7486E-01 -4.1142E-01
 -1.4667E-01 -1.0000E+00  4.0172E+05  9.8956E-01  1.2525E-01 -7.1324E-02
 -1.3333E-01 -1.0000E+00  6.9450E+05  9.9540E-01  8.5021E-02  4.4105E-02
 -1.2000E-01 -1.0000E+00  7.7532E+05  9.9037E-01  5.7856E-02  1.2581E-01
 -1.0667E-01 -1.0000E+00  6.5368E+05  9.7734E-01  4.3564E-02  2.0715E-01
 -9.3333E-02 -1.0000E+00  4.4160E+05  9.5099E-01  5.0321E-02  3.0511E-01
 -8.0000E-02 -1.0000E+00  2.4447E+05  8.9501E-01  1.0368E-01  4.3383E-01
 -6.6667E-02 -1.0000E+00  1.1353E+05  7.6531E-01  2.7593E-01  5.8152E-01
 -5.3333E-02 -1.0000E+00  5.1484E+04  5.0193E-01  6.7815E-01  5.3682E-01
 -4.0000E-02 -1.0000E+00  3.7151E+04  3.5430E-01  9.3252E-01 -6.9846E-02
 -2.6667E-02 -1.0000E+00  4.5823E+04  5.0503E-01  6.9879E-01 -5.0658E-01
 -1.3333E-02 -1.0000E+00  5.9332E+04  6.2543E-01  5.0399E-01 -5.9568E-01
  0.0000E+00 -1.0000E+00  6.8660E+04  6.6902E-01  4.5445E-01 -5.8811E-01
  1.3333E-02 -1.0000E+00  7.3314E+04  6.7253E-01  5.2003E-01 -5.2657E-01
  2.6667E-02 -1.0000E+00  8.0275E+04  6.7909E-01  6.4112E-01 -3.5749E-01
  4.0000E-02 -1.0000E+00  1.0255E+05  7.3147E-01  6.7747E-01 -7.7322E-02
  5.3333E-02 -1.0000E+00  1.5614E+05  8.1510E-01  5.5387E-01  1.6982E-01
  6.6667E-02 -1.0000E+00  2.5269E+05  8.8346E-01  3.6370E-01  2.9535E-01
  8.0000E-02 -1.0000E+00  3.8699E+05  9.2384E-01  1.8619E-01  3.3444E-01
