         151         151          72   1250.00000      WAVE
 -1.0000E+00 -1.0000E+00  1.8139E+07  8.1562E-01 -5.7859E-01 -7.9308E-04
 -9.8667E-01 -1.0000E+00  4.6251E+06  6.9729E-01 -6.6866E-01 -2.5824E-01
 -9.7333E-01 -1.0000E+00  1.1688E+07  7.2635E-01 -6.8524E-01  5.3479E-02
 -9.6000E-01 -1.0000E+00  7.2495E+06  7.1746E-01 -6.6557E-01 -2.0557E-01
 -9.4667E-01 -1.0000E+00  5.8653E+06  5.8116E-01 -8.0410E-01  1.2519E-01
 -9.3333E-01 -1.0000E+00  8.7436E+06  6.6156E-01 -7.3215E-01 -1.6214E-01
 -9.2000E-01 -1.0000E+00  2.6164E+06  3.2839E-01 -9.1885E-01  2.1880E-01
 -9.0667E-01 -1.0000E+00  8.5414E+06  5.6983E-01 -8.0871E-01 -1.4585E-01
 -8.9333E-01 -1.0000E+00  1.2535E+06 -6.4957E-02 -9.4828E-01  3.1073E-01
 -8.8000E-01 -1.0000E+00  7.4986E+06  4.4892E-01 -8.7999E-01 -1.5523E-01
 -8.6667E-01 -1.0000E+00  7.8549E+05 -4.5064E-01 -7.9037E-01  4.1502E-01
 -8.5333E-01 -1.0000E+00  6.2650E+06  2.9517E-01 -9.3419E-01 -2.0042E-01
 -8.4000E-01 -1.0000E+00  7.1094E+05 -5.5280E-01 -5.8034E-01  5.9800E-01
 -8.2667E-01 -1.0000E+00  5.0388E+06  1.0150E-01 -9.4828E-01 -3.0077E-01
 -8.1333E-01 -1.0000E+00  9.2557E+05 -4.1189E-01 -6.0342E-01  6.8282E-01
 -8.0000E-01 -1.0000E+00  3.7862E+06 -1.3123E-01 -8.6732E-01 -4.8014E-01
 -7.8667E-01 -1.0000E+00  1.4557E+06 -3.8840E-01 -7.7249E-01  5.0240E-01
 -7.7333E-01 -1.0000E+00  2.4835E+06 -3.5430E-01 -5.6918E-01 -7.4196E-01
 -7.6000E-01 -1.0000E+00  2.2258E+06 -5.6802E-01 -8.0970E-01  1.4745E-01
 -7.4667E-01 -1.0000E+00  1.2962E+06 -3.5900E-01  1.6050E-01 -9.1943E-01
 -7.3333E-01 -1.0000E+00  2.9605E+06 -7.7639E-01 -5.6448E-01 -2.8034E-01
 -7.2000E-01 -1.0000E+00  6.0744E+05  4.6539E-02  9.9753E-01  5.2648E-02
 -7.0667E-01 -1.0000E+00  3.1682E+06 -7.5459E-01 -4.3896E-02 -6.5473E-01
 -6.9333E-01 -1.0000E+00  1.0105E+06 -8.3782E-01  1.2026E-01  5.3254E-01
 -6.8000E-01 -1.0000E+00  2.2594E+06 -3.0032E-01  5.4724E-01 -7.8124E-01
 -6.6667E-01 -1.0000E+00  2.8310E+06 -8.5762E-01  3.8622E-01 -3.3958E-01
 -6.5333E-01 -1.0000E+00  7.5970E+05  4.5778E-01  8.8354E-01  9.8941E-02
 -6.4000E-01 -1.0000E+00  4.1095E+06 -3.2510E-01  7.3158E-01 -5.9926E-01
 -6.2667E-01 -1.0000E+00  2.0369E+06 -5.9749E-01  7.9947E-01 -6.2103E-02
 -6.1333E-01 -1.0000E+00  1.7425E+06  4.1036E-01  8.0439E-01 -4.2960E-01
 -6.0000E-01 -1.0000E+00  5.7840E+06 -7.2571E-02  8.9467E-01 -4.4079E-01
 -5.8667E-01 -1.0000E+00  1.8250E+06 -1.8816E-01  9.8165E-01  3.1033E-02
 -5.7333E-01 -1.0000E+00  2.7255E+06  4.7317E-01  7.8589E-01 -3.9811E-01
 -5.6000E-01 -1.0000E+00  8.0496E+06  2.2670E-01  9.1101E-01 -3.4447E-01
 -5.4667E-01 -1.0000E+00  2.7603E+06  1.6401E-01  9.8395E-01 -7.0262E-02
 -5.3333E-01 -1.0000E+00  2.4838E+06  6.4573E-01  6.9817E-01 -3.0917E-01
 -5.2000E-01 -1.0000E+00  1.0845E+07  4.7153E-01  8.3338E-01 -2.8834E-01
 -5.0667E-01 -1.0000E+00  6.7098E+06  4.5011E-01  8.7682E-01 -1.6907E-01
 -4.9333E-01 -1.0000E+00  7.7681E+05  8.6305E-01  5.0510E-01 -4.3110E-03
 -4.8000E-01 -1.0000E+00  1.0545E+07  6.4876E-01  7.1616E-01 -2.5736E-01
 -4.6667E-01 -1.0000E+00  1.5306E+07  6.4154E-01  7.4231E-01 -1.9342E-01
 -4.5333E-01 -1.0000E+00  4.1273E+06  6.5548E-01  7.5232E-01 -6.6066E-02
 -4.4000E-01 -1.0000E+00  2.6712E+06  8.1025E-01  5.2570E-01 -2.5910E-01
 -4.2667E-01 -1.0000E+00  1.7405E+07  7.6007E-01  6.1805E-01 -2.0075E-01
 -4.1333E-01 -1.0000E+00  2.0816E+07  7.7382E-01  6.1499E-01 -1.5164E-01
 -4.0000E-01 -1.0000E+00  6.4044E+06  7.9810E-01  5.9880E-01 -6.6936E-02
 -3.8667E-01 -1.0000E+00  1.4213E+06  8.7975E-01  3.7388E-01 -2.9369E-01
 -3.7333E-01 -1.0000E+00  1.7311E+07  8.4227E-01  5.0506E-01 -1.8839E-01
 -3.6000E-01 -1.0000E+00  3.0569E+07  8.5795E-01  4.9327E-01 -1.4355E-01
 -3.4667E-01 -1.0000E+00  2.1652E+07  8.7754E-01  4.6905E-01 -9.9613E-02
 -3.3333E-01 -1.0000E+00  3.9361E+06  9.1169E-01  4.1059E-01  1.5372E-02
 -3.2000E-01 -1.0000E+00  2.6515E+06  8.7493E-01  3.6046E-01 -3.2336E-01
 -3.0667E-01 -1.0000E+00  2.1131E+07  9.0224E-01  3.9235E-01 -1.7897E-01
 -2.9333E-01 -1.0000E+00  3.9187E+07  9.1931E-01  3.6969E-01 -1.3492E-01
 -2.8000E-01 -1.0000E+00  3.8466E+07  9.3465E-01  3.4135E-01 -9.9497E-02
 -2.6667E-01 -1.0000E+00  2.0915E+07  9.5116E-01  3.0471E-01 -4.9381E-02
 -2.5333E-01 -1.0000E+00  3.6390E+06  9.7127E-01  2.1168E-01  1.0878E-01
 -2.4000E-01 -1.0000E+00  1.4750E+06  8.0744E-01  3.0322E-01 -5.0606E-01
 -2.2667E-01 -1.0000E+00  1.5847E+07  9.3262E-01  2.8518E-01 -2.2113E-01
 -2.1333E-01 -1.0000E+00  3.6716E+07  9.5413E-01  2.5219E-01 -1.6137E-01
 -2.0000E-01 -1.0000E+00  5.1809E+07  9.6667E-01  2.2227E-01 -1.2702E-01
 -1.8667E-01 -1.0000E+00  5.4356E+07  9.7643E-01  1.9259E-01 -9.7395E-02
 -1.7333E-01 -1.0000E+00  4.5100E+07  9.8481E-01  1.6131E-01 -6.4202E-02
 -1.6000E-01 -1.0000E+00  2.9660E+07  9.9185E-01  1.2617E-01 -1.7966E-02
 -1.4667E-01 -1.0000E+00  1.4527E+07  9.9447E-01  8.3152E-02  6.4113E-02
 -1.3333E-01 -1.0000E+00  4.2268E+06  9.6057E-01  3.1938E-02  2.7621E-01
