         151         151          74   1297.89929      WAVE
 -1.0000E+00 -1.0000E+00  1.8878E+07  8.2992E-01 -5.5787E-01  3.4816E-03
 -9.8667E-01 -1.0000E+00  6.9994E+06  7.8292E-01 -5.8046E-01 -2.2382E-01
 -9.7333E-01 -1.0000E+00  9.7773E+06  7.1084E-01 -7.0150E-01  5.1147E-02
 -9.6000E-01 -1.0000E+00  1.0821E+07  7.7467E-01 -6.1980E-01 -1.2546E-01
 -9.4667E-01 -1.0000E+00  3.2633E+06  4.5441E-01 -8.9040E-01  2.6500E-02
 -9.3333E-01 -1.0000E+00  1.1263E+07  6.9755E-01 -7.1384E-01 -6.2040E-02
 -9.2000E-01 -1.0000E+00  1.4642E+06  1.8712E-01 -9.1379E-01 -3.6053E-01
 -9.0667E-01 -1.0000E+00  8.9794E+06  5.8379E-01 -8.1180E-01 -1.2533E-02
 -8.9333E-01 -1.0000E+00  1.8313E+06  3.2121E-01 -7.7996E-01 -5.3712E-01
 -8.8000E-01 -1.0000E+00  6.3715E+06  4.3479E-01 -8.9982E-01  3.5827E-02
 -8.6667E-01 -1.0000E+00  2.3138E+06  3.1723E-01 -7.8549E-01 -5.3139E-01
 -8.5333E-01 -1.0000E+00  4.5430E+06  2.5438E-01 -9.6382E-01  7.9631E-02
 -8.4000E-01 -1.0000E+00  2.2994E+06  1.9506E-01 -7.9291E-01 -5.7727E-01
 -8.2667E-01 -1.0000E+00  3.5647E+06  5.5897E-02 -9.9367E-01  9.7434E-02
 -8.1333E-01 -1.0000E+00  1.8682E+06  6.5399E-03 -7.1664E-01 -6.9741E-01
 -8.0000E-01 -1.0000E+00  3.1807E+06 -1.5335E-01 -9.8664E-01  5.4950E-02
 -7.8667E-01 -1.0000E+00  1.2536E+06 -2.0945E-01 -4.3183E-01 -8.7730E-01
 -7.7333E-01 -1.0000E+00  3.1125E+06 -3.8020E-01 -9.2169E-01 -7.7069E-02
 -7.6000E-01 -1.0000E+00  6.9851E+05 -3.3698E-01  2.8522E-01 -8.9727E-01
 -7.4667E-01 -1.0000E+00  3.0992E+06 -6.0461E-01 -7.3576E-01 -3.0514E-01
 -7.3333E-01 -1.0000E+00  4.5998E+05 -3.3748E-01  9.3361E-01  1.2036E-01
 -7.2000E-01 -1.0000E+00  2.8616E+06 -7.2275E-01 -3.6056E-01 -5.8959E-01
 -7.0667E-01 -1.0000E+00  8.2071E+05 -8.2423E-01  1.6767E-01  5.4086E-01
 -6.9333E-01 -1.0000E+00  2.1328E+06 -5.4988E-01  1.8211E-01 -8.1515E-01
 -6.8000E-01 -1.0000E+00  1.9720E+06 -9.7767E-01  1.7237E-01 -1.2023E-01
 -6.6667E-01 -1.0000E+00  9.7673E+05  1.0872E-01  7.6443E-01 -6.3547E-01
 -6.5333E-01 -1.0000E+00  3.3350E+06 -6.7258E-01  5.3288E-01 -5.1349E-01
 -6.4000E-01 -1.0000E+00  7.7143E+05 -3.4841E-01  8.3556E-01  4.2479E-01
 -6.2667E-01 -1.0000E+00  2.8529E+06 -1.4744E-01  7.6588E-01 -6.2585E-01
 -6.1333E-01 -1.0000E+00  3.3804E+06 -3.9742E-01  8.7188E-01 -2.8616E-01
 -6.0000E-01 -1.0000E+00  6.8582E+05  5.8576E-01  8.1011E-01 -2.4608E-02
 -5.8667E-01 -1.0000E+00  5.0000E+06  3.9893E-02  8.9244E-01 -4.4939E-01
 -5.7333E-01 -1.0000E+00  3.5112E+06 -2.2596E-02  9.8358E-01 -1.7906E-01
 -5.6000E-01 -1.0000E+00  1.0425E+06  6.3864E-01  7.1575E-01 -2.8255E-01
 -5.4667E-01 -1.0000E+00  7.2181E+06  2.9784E-01  8.9206E-01 -3.3989E-01
 -5.3333E-01 -1.0000E+00  4.9121E+06  2.9143E-01  9.4162E-01 -1.6859E-01
 -5.2000E-01 -1.0000E+00  8.5899E+05  7.6602E-01  6.1411E-01 -1.8995E-01
 -5.0667E-01 -1.0000E+00  8.8745E+06  5.1021E-01  8.1295E-01 -2.8072E-01
 -4.9333E-01 -1.0000E+00  9.1633E+06  5.1921E-01  8.3504E-01 -1.8201E-01
 -4.8000E-01 -1.0000E+00  8.2299E+05  6.7871E-01  7.2451E-01  1.2014E-01
 -4.6667E-01 -1.0000E+00  6.8684E+06  6.6762E-01  6.9832E-01 -2.5812E-01
 -4.5333E-01 -1.0000E+00  1.5694E+07  6.7193E-01  7.1700E-01 -1.8552E-01
 -4.4000E-01 -1.0000E+00  7.2189E+06  7.0273E-01  7.0391E-01 -1.0339E-01
 -4.2667E-01 -1.0000E+00  7.4620E+05  8.7608E-01  4.0626E-01 -2.5967E-01
 -4.1333E-01 -1.0000E+00  1.2998E+07  7.7140E-01  6.0468E-01 -1.9826E-01
 -4.0000E-01 -1.0000E+00  2.1655E+07  7.9225E-01  5.9254E-01 -1.4572E-01
 -3.8667E-01 -1.0000E+00  1.0322E+07  8.2134E-01  5.6403E-01 -8.5265E-02
 -3.7333E-01 -1.0000E+00  3.1488E+05  9.8805E-01  8.9470E-02 -1.2550E-01
 -3.6000E-01 -1.0000E+00  1.1324E+07  8.4631E-01  4.9560E-01 -1.9531E-01
 -3.4667E-01 -1.0000E+00  2.7793E+07  8.6718E-01  4.7786E-01 -1.4016E-01
 -3.3333E-01 -1.0000E+00  2.5508E+07  8.8827E-01  4.4831E-01 -9.9951E-02
 -3.2000E-01 -1.0000E+00  8.2880E+06  9.1579E-01  4.0067E-01 -2.8120E-02
 -3.0667E-01 -1.0000E+00  3.1844E+05  7.8907E-01  5.6333E-02 -6.1172E-01
 -2.9333E-01 -1.0000E+00  1.2950E+07  9.0132E-01  3.8680E-01 -1.9497E-01
 -2.8000E-01 -1.0000E+00  3.2758E+07  9.2343E-01  3.5833E-01 -1.3740E-01
 -2.6667E-01 -1.0000E+00  3.9683E+07  9.3938E-01  3.2741E-01 -1.0186E-01
 -2.5333E-01 -1.0000E+00  2.8220E+07  9.5438E-01  2.9222E-01 -6.1393E-02
 -2.4000E-01 -1.0000E+00  9.8825E+06  9.7083E-01  2.3883E-01  2.1318E-02
 -2.2667E-01 -1.0000E+00  1.9530E+05  4.9594E-01 -3.1024E-01  8.1105E-01
 -2.1333E-01 -1.0000E+00  6.0142E+06  9.0507E-01  3.0534E-01 -2.9601E-01
 -2.0000E-01 -1.0000E+00  2.2871E+07  9.5008E-01  2.5128E-01 -1.8496E-01
 -1.8667E-01 -1.0000E+00  4.0691E+07  9.6616E-01  2.1592E-01 -1.4109E-01
 -1.7333E-01 -1.0000E+00  5.1024E+07  9.7653E-01  1.8484E-01 -1.1059E-01
 -1.6000E-01 -1.0000E+00  5.0828E+07  9.8455E-01  1.5469E-01 -8.2067E-02
 -1.4667E-01 -1.0000E+00  4.2104E+07  9.9106E-01  1.2393E-01 -4.9480E-02
 -1.3333E-01 -1.0000E+00  2.9327E+07  9.9579E-01  9.1495E-02 -5.7224E-03
 -1.2000E-01 -1.0000E+00  1.6864E+07  9.9637E-01  5.7274E-02  6.3058E-02
 -1.0667E-01 -1.0000E+00  7.5195E+06  9.8074E-01  2.9008E-02  1.9316E-01
 -9.3333E-02 -1.0000E+00  2.2759E+06  8.6728E-01  9.8864E-02  4.8790E-01
 -8.0000E-02 -1.0000E+00  7.5519E+05  3.7560E-01  8.4872E-01  3.7230E-01
 -6.6667E-02 -1.0000E+00  1.8837E+06  6.7234E-01  6.1544E-01 -4.1133E-01
 -5.3333E-02 -1.0000E+00  4.4400E+06  8.3631E-01  3.5728E-01 -4.1586E-01
 -4.0000E-02 -1.0000E+00  7.3766E+06  8.9111E-01  2.5005E-01 -3.7869E-01
 -2.6667E-02 -1.0000E+00  9.9408E+06  9.1391E-01  1.9542E-01 -3.5579E-01
 -1.3333E-02 -1.0000E+00  1.1671E+07  9.2342E-01  1.6604E-01 -3.4600E-01
  0.0000E+00 -1.0000E+00  1.2346E+07  9.2528E-01  1.5424E-01 -3.4652E-01
  1.3333E-02 -1.0000E+00  1.1926E+07  9.2094E-01  1.6006E-01 -3.5532E-01
  2.6667E-02 -1.0000E+00  1.0532E+07  9.0971E-01  1.8934E-01 -3.6956E-01
  4.0000E-02 -1.0000E+00  8.4442E+06  8.8869E-01  2.5567E-01 -3.8062E-01
  5.3333E-02 -1.0000E+00  6.1226E+06  8.5245E-01  3.8203E-01 -3.5691E-01
  6.6667E-02 -1.0000E+00  4.2303E+06  8.0136E-01  5.6509E-01 -1.9620E-01
  8.0000E-02 -1.0000E+00  3.5989E+06  7.8834E-01  5.7932E-01  2.0714E-01
  9.3333E-02 -1.0000E+00  5.1018E+06  8.6333E-01  2.2330E-01  4.5254E-01
  1.0667E-01 -1.0000E+00  9.3903E+06  9.2583E-01 -7.4247E-02  3.7058E-01
  1.2000E-01 -1.0000E+00  1.6507E+07  9.5039E-01 -2.1127E-01  2.2832E-01
  1.3333E-01 -1.0000E+00  2.5489E+07  9.5660E-01 -2.7123E-01  1.0653E-01
  1.4667E-01 -1.0000E+00  3.4198E+07  9.5500E-01 -2.9658E-01  4.1066E-03
  1.6000E-01 -1.0000E+00  3.9703E+07  9.4966E-01 -3.0024E-01 -8.9460E-02
  1.7333E-01 -1.0000E+00  3.9377E+07  9.4225E-01 -2.8049E-01 -1.8299E-01
  1.8667E-01 -1.0000E+00  3.2495E+07  9.3376E-01 -2.2131E-01 -2.8128E-01
  2.0000E-01 -1.0000E+00  2.1460E+07  9.2567E-01 -7.8534E-02 -3.7008E-01
  2.1333E-01 -1.0000E+00  1.1446E+07  9.2241E-01  2.2214E-01 -3.1594E-01
  2.2667E-01 -1.0000E+00  7.7841E+06  9.2436E-01  3.1384E-01  2.1693E-01
  2.4000E-01 -1.0000E+00  1.2163E+07  9.0637E-01 -2.1568E-01  3.6329E-01
  2.5333E-01 -1.0000E+00  2.0557E+07  8.8649E-01 -4.5102E-01  1.0356E-01
  2.6667E-01 -1.0000E+00  2.5657E+07  8.7527E-01 -4.6079E-01 -1.4688E-01
  2.8000E-01 -1.0000E+00  2.3000E+07  8.7999E-01 -3.2155E-01 -3.4959E-01
  2.9333E-01 -1.0000E+00  1.5392E+07  9.1892E-01  2.4609E-03 -3.9443E-01
  3.0667E-01 -1.0000E+00  1.0208E+07  9.6843E-01  2.4299E-01  5.5679E-02
  3.2000E-01 -1.0000E+00  1.1396E+07  8.8473E-01 -2.6314E-01  3.8472E-01
  3.3333E-01 -1.0000E+00  1.5388E+07  7.9551E-01 -6.0523E-01  2.9281E-02
  3.4667E-01 -1.0000E+00  1.6398E+07  8.0397E-01 -4.6624E-01 -3.6912E-01
  3.6000E-01 -1.0000E+00  1.3818E+07  9.1477E-01 -2.9924E-02 -4.0287E-01
  3.7333E-01 -1.0000E+00  1.1232E+07  9.8542E-01  1.0947E-01  1.3023E-01
  3.8667E-01 -1.0000E+00  1.0325E+07  8.0798E-01 -4.6622E-01  3.6029E-01
  4.0000E-01 -1.0000E+00  1.0517E+07  6.7410E-01 -6.9762E-01 -2.4271E-01
  4.1333E-01 -1.0000E+00  1.1705E+07  8.6068E-01 -1.6243E-01 -4.8254E-01
  4.2667E-01 -1.0000E+00  1.1952E+07  9.9809E-01  4.5314E-02  4.1912E-02
  4.4000E-01 -1.0000E+00  8.7431E+06  7.8328E-01 -4.7811E-01  3.9734E-01
  4.5333E-01 -1.0000E+00  6.7439E+06  5.4802E-01 -7.3761E-01 -3.9446E-01
  4.6667E-01 -1.0000E+00  1.0406E+07  9.2705E-01 -5.7663E-02 -3.7047E-01
  4.8000E-01 -1.0000E+00  1.0978E+07  9.6093E-01 -1.5190E-01  2.3140E-01
  4.9333E-01 -1.0000E+00  5.1111E+06  4.7979E-01 -8.4895E-01  2.2155E-01
  5.0667E-01 -1.0000E+00  6.3903E+06  7.6090E-01 -2.3911E-01 -6.0321E-01
  5.2000E-01 -1.0000E+00  1.1225E+07  9.8855E-01 -1.3790E-01  6.1243E-02
  5.3333E-01 -1.0000E+00  5.3305E+06  5.9798E-01 -6.8324E-01  4.1905E-01
  5.4667E-01 -1.0000E+00  3.9365E+06  6.1557E-01 -3.0568E-01 -7.2638E-01
  5.6000E-01 -1.0000E+00  1.0286E+07  9.7650E-01 -2.1217E-01  3.7779E-02
  5.7333E-01 -1.0000E+00  4.5056E+06  5.4176E-01 -7.1902E-01  4.3533E-01
  5.8667E-01 -1.0000E+00  3.3411E+06  7.0843E-01 -1.7545E-01 -6.8362E-01
  6.0000E-01 -1.0000E+00  9.2390E+06  9.2479E-01 -3.5739E-01  1.3051E-01
  6.1333E-01 -1.0000E+00  2.3331E+06  1.4286E-01 -9.1641E-01  3.7387E-01
  6.2667E-01 -1.0000E+00  4.5741E+06  9.2787E-01 -1.9165E-01 -3.1988E-01
  6.4000E-01 -1.0000E+00  6.9055E+06  7.5254E-01 -5.9389E-01  2.8455E-01
  6.5333E-01 -1.0000E+00  7.7771E+05 -4.1543E-01 -3.4305E-01 -8.4246E-01
  6.6667E-01 -1.0000E+00  6.4498E+06  8.7396E-01 -4.8150E-01  6.5946E-02
  6.8000E-01 -1.0000E+00  2.4464E+06  1.5610E-01 -9.0335E-01  3.9949E-01
  6.9333E-01 -1.0000E+00  2.7844E+06  9.3019E-01 -3.0525E-01 -2.0387E-01
  7.0667E-01 -1.0000E+00  4.5959E+06  4.5061E-01 -8.3700E-01  3.1045E-01
  7.2000E-01 -1.0000E+00  6.4250E+05  5.5115E-01  2.8072E-01 -7.8577E-01
  7.3333E-01 -1.0000E+00  4.5909E+06  4.8929E-01 -8.3350E-01  2.5666E-01
  7.4667E-01 -1.0000E+00  5.0378E+05 -9.0147E-01 -1.7828E-01 -3.9443E-01
  7.6000E-01 -1.0000E+00  3.3704E+06  4.5206E-01 -8.4872E-01  2.7444E-01
  7.7333E-01 -1.0000E+00  1.0069E+06 -7.8696E-01 -6.1259E-01 -7.3658E-02
  7.8667E-01 -1.0000E+00  2.1892E+06  3.5656E-01 -8.5081E-01  3.8600E-01
  8.0000E-01 -1.0000E+00  1.3678E+06 -8.3536E-01 -5.3835E-01 -1.1111E-01
  8.1333E-01 -1.0000E+00  1.4761E+06  1.6462E-01 -7.7982E-01  6.0397E-01
  8.2667E-01 -1.0000E+00  1.5229E+06 -9.4219E-01 -2.2108E-01 -2.5181E-01
  8.4000E-01 -1.0000E+00  1.2175E+06 -1.5619E-01 -5.1709E-01  8.4156E-01
  8.5333E-01 -1.0000E+00  1.6402E+06 -8.5900E-01  2.4777E-01 -4.4802E-01
  8.6667E-01 -1.0000E+00  1.3691E+06 -4.8765E-01 -4.3317E-03  8.7303E-01
  8.8000E-01 -1.0000E+00  1.8212E+06 -4.5577E-01  6.4555E-01 -6.1282E-01
  8.9333E-01 -1.0000E+00  2.0550E+06 -5.7610E-01  5.5647E-01  5.9871E-01
  9.0667E-01 -1.0000E+00  2.0269E+06  1.5350E-01  7.7112E-01 -6.1790E-01
  9.2000E-01 -1.0000E+00  3.5432E+06 -3.7351E-01  9.0399E-01  2.0808E-01
  9.3333E-01 -1.0000E+00  2.2915E+06  6.8993E-01  6.6067E-01 -2.9581E-01
  9.4667E-01 -1.0000E+00  5.7979E+06 -3.6286E-02  9.9214E-01 -1.1976E-01
  9.6000E-01 -1.0000E+00  3.4872E+06  7.1841E-01  6.6541E-01  2.0279E-01
  9.7333E-01 -1.0000E+00  7.6888E+06  3.3428E-01  8.8209E-01 -3.3192E-01
  9.8667E-01 -1.0000E+00  7.7240E+06  5.2108E-01  8.3077E-01  1.9572E-01
  1.0000E+00 -1.0000E+00  8.0344E+06  7.2044E-01  6.1336E-01 -3.2367E-01
 -1.0000E+00 -9.8667E-01  7.5911E+06  8.2519E-01 -5.2848E-01 -1.9940E-01
 -9.8667E-01 -9.8667E-01  1.0201E+07  7.5291E-01 -6.5661E-01  4.4636E-02
 -9.7333E-01 -9.8667E-01  1.2159E+07  8.1513E-01 -5.7113E-01 -9.6767E-02
 -9.6000E-01 -9.8667E-01  3.1317E+06  5.1746E-01 -8.5517E-01 -3.0353E-02
 -9.4667E-01 -9.8667E-01  1.2299E+07  7.4223E-01 -6.6933E-01 -3.3008E-02
 -9.3333E-01 -9.8667E-01  1.9283E+06  4.4229E-01 -8.0245E-01 -4.0055E-01
 -9.2000E-01 -9.8667E-01  9.0188E+06  6.3299E-01 -7.7386E-01  2.1442E-02
 -9.0667E-01 -9.8667E-01  3.1112E+06  5.5062E-01 -7.4084E-01 -3.8468E-01
 -8.9333E-01 -9.8667E-01  5.6151E+06  4.8075E-01 -8.7273E-01  8.5020E-02
 -8.8000E-01 -9.8667E-01  4.0287E+06  4.9861E-01 -7.9674E-01 -3.4145E-01
 -8.6667E-01 -9.8667E-01  3.4214E+06  2.8194E-01 -9.4559E-01  1.6239E-01
 -8.5333E-01 -9.8667E-01  4.0919E+06  3.7562E-01 -8.5692E-01 -3.5298E-01
 -8.4000E-01 -9.8667E-01  2.3476E+06  6.2768E-02 -9.6923E-01  2.3801E-01
 -8.2667E-01 -9.8667E-01  3.5594E+06  2.0498E-01 -8.8406E-01 -4.2001E-01
 -8.1333E-01 -9.8667E-01  1.9935E+06 -1.3193E-01 -9.5417E-01  2.6861E-01
 -8.0000E-01 -9.8667E-01  2.7372E+06 -5.3956E-03 -8.3209E-01 -5.5461E-01
 -7.8667E-01 -9.8667E-01  2.0727E+06 -3.0866E-01 -9.2903E-01  2.0401E-01
 -7.7333E-01 -9.8667E-01  1.8208E+06 -2.2313E-01 -6.0491E-01 -7.6439E-01
 -7.6000E-01 -9.8667E-01  2.4003E+06 -5.1189E-01 -8.5877E-01  2.2007E-02
 -7.4667E-01 -9.8667E-01  9.8204E+05 -3.1986E-01 -4.9154E-03 -9.4745E-01
 -7.3333E-01 -9.8667E-01  2.7635E+06 -7.1776E-01 -6.4695E-01 -2.5743E-01
 -7.2000E-01 -9.8667E-01  4.7582E+05 -1.2308E-01  9.4916E-01 -2.8974E-01
 -7.0667E-01 -9.8667E-01  2.8508E+06 -7.9022E-01 -2.3618E-01 -5.6548E-01
 -6.9333E-01 -9.8667E-01  6.8761E+05 -7.4315E-01  3.4918E-01  5.7079E-01
 -6.8000E-01 -9.8667E-01  2.2401E+06 -5.5264E-01  2.9507E-01 -7.7944E-01
 -6.6667E-01 -9.8667E-01  1.9772E+06 -9.3207E-01  3.2653E-01 -1.5692E-01
 -6.5333E-01 -9.8667E-01  9.3618E+05  1.5987E-01  7.9227E-01 -5.8885E-01
 -6.4000E-01 -9.8667E-01  3.5737E+06 -5.6175E-01  6.5110E-01 -5.1040E-01
 -6.2667E-01 -9.8667E-01  8.6716E+05 -4.1895E-01  8.5730E-01  2.9921E-01
 -6.1333E-01 -9.8667E-01  2.7155E+06 -2.7591E-02  8.1318E-01 -5.8136E-01
 -6.0000E-01 -9.8667E-01  4.1225E+06 -2.5023E-01  9.1112E-01 -3.2750E-01
 -5.8667E-01 -9.8667E-01  5.5803E+05  4.3368E-01  8.6378E-01  2.5653E-01
 -5.7333E-01 -9.8667E-01  4.8258E+06  1.6314E-01  8.8973E-01 -4.2635E-01
 -5.6000E-01 -9.8667E-01  5.0550E+06  1.0323E-01  9.6463E-01 -2.4258E-01
 -5.4667E-01 -9.8667E-01  5.5884E+05  6.8059E-01  7.2739E-01  8.7689E-02
 -5.3333E-01 -9.8667E-01  6.6377E+06  3.9534E-01  8.5780E-01 -3.2846E-01
 -5.2000E-01 -9.8667E-01  7.7304E+06  3.8559E-01  8.9722E-01 -2.1521E-01
 -5.0667E-01 -9.8667E-01  6.8961E+05  5.7854E-01  8.0220E-01  1.4753E-01
 -4.9333E-01 -9.8667E-01  6.4958E+06  5.8299E-01  7.6431E-01 -2.7560E-01
 -4.8000E-01 -9.8667E-01  1.2846E+07  5.8285E-01  7.8734E-01 -2.0095E-01
 -4.6667E-01 -9.8667E-01  3.9434E+06  6.1551E-01  7.8298E-01 -8.9923E-02
 -4.5333E-01 -9.8667E-01  2.2150E+06  7.4469E-01  6.1082E-01 -2.6894E-01
 -4.4000E-01 -9.8667E-01  1.5066E+07  7.1274E-01  6.7429E-01 -1.9322E-01
 -4.2667E-01 -9.8667E-01  1.5743E+07  7.3725E-01  6.6034E-01 -1.4291E-01
 -4.1333E-01 -9.8667E-01  2.6844E+06  7.8211E-01  6.2222E-01 -3.3734E-02
 -4.0000E-01 -9.8667E-01  4.0162E+06  8.0242E-01  5.4809E-01 -2.3605E-01
 -3.8667E-01 -9.8667E-01  2.0436E+07  8.1392E-01  5.5824E-01 -1.6094E-01
 -3.7333E-01 -9.8667E-01  2.3648E+07  8.3690E-01  5.3359E-01 -1.2196E-01
 -3.6000E-01 -9.8667E-01  8.2942E+06  8.6647E-01  4.9528E-01 -6.2672E-02
 -3.4667E-01 -9.8667E-01  4.7211E+05  8.6358E-01  2.6615E-01 -4.2824E-01
 -3.3333E-01 -9.8667E-01  1.4483E+07  8.7387E-01  4.5407E-01 -1.7371E-01
 -3.2000E-01 -9.8667E-01  3.2224E+07  8.9475E-01  4.2765E-01 -1.2860E-01
 -3.0667E-01 -9.8667E-01  3.0994E+07  9.1333E-01  3.9603E-01 -9.4771E-02
 -2.9333E-01 -9.8667E-01  1.3169E+07  9.3472E-01  3.5304E-01 -4.0842E-02
 -2.8000E-01 -9.8667E-01  3.9102E+05  9.4023E-01 -2.5410E-02  3.3959E-01
 -2.6667E-01 -9.8667E-01  7.1989E+06  9.0328E-01  3.6003E-01 -2.3337E-01
 -2.5333E-01 -9.8667E-01  2.7531E+07  9.3465E-01  3.2205E-01 -1.5069E-01
 -2.4000E-01 -9.8667E-01  4.3922E+07  9.5018E-01  2.8975E-01 -1.1492E-01
 -2.2667E-01 -9.8667E-01  4.4368E+07  9.6250E-01  2.5780E-01 -8.4449E-02
 -2.1333E-01 -9.8667E-01  3.0263E+07  9.7390E-01  2.2241E-01 -4.5344E-02
 -2.0000E-01 -9.8667E-01  1.2263E+07  9.8413E-01  1.7459E-01  3.1844E-02
 -1.8667E-01 -9.8667E-01  1.2459E+06  9.0741E-01  7.1818E-02  4.1407E-01
 -1.7333E-01 -9.8667E-01  2.1432E+06  8.1238E-01  3.8329E-01 -4.3946E-01
 -1.6000E-01 -9.8667E-01  1.3233E+07  9.4246E-01  2.3230E-01 -2.4044E-01
 -1.4667E-01 -9.8667E-01  2.9076E+07  9.6651E-01  1.8213E-01 -1.8078E-01
 -1.3333E-01 -9.8667E-01  4.4042E+07  9.7797E-01  1.4723E-01 -1.4800E-01
 -1.2000E-01 -9.8667E-01  5.4492E+07  9.8531E-01  1.1735E-01 -1.2411E-01
 -1.0667E-01 -9.8667E-01  5.9263E+07  9.9057E-01  8.9661E-02 -1.0357E-01
 -9.3333E-02 -9.8667E-01  5.9055E+07  9.9446E-01  6.3159E-02 -8.4047E-02
 -8.0000E-02 -9.8667E-01  5.5471E+07  9.9722E-01  3.7487E-02 -6.4429E-02
 -6.6667E-02 -9.8667E-01  5.0229E+07  9.9894E-01  1.2634E-02 -4.4269E-02
 -5.3333E-02 -9.8667E-01  4.4717E+07  9.9966E-01 -1.1213E-02 -2.3730E-02
 -4.0000E-02 -9.8667E-01  3.9855E+07  9.9942E-01 -3.3761E-02 -3.6247E-03
 -2.6667E-02 -9.8667E-01  3.6144E+07  9.9839E-01 -5.4806E-02  1.4576E-02
 -1.3333E-02 -9.8667E-01  3.3799E+07  9.9681E-01 -7.4360E-02  2.8949E-02
  0.0000E+00 -9.8667E-01  3.2866E+07  9.9498E-01 -9.2704E-02  3.7557E-02
  1.3333E-02 -9.8667E-01  3.3311E+07  9.9314E-01 -1.1027E-01  3.9000E-02
  2.6667E-02 -9.8667E-01  3.5054E+07  9.9132E-01 -1.2732E-01  3.2740E-02
  4.0000E-02 -9.8667E-01  3.7942E+07  9.8942E-01 -1.4385E-01  1.9083E-02
  5.3333E-02 -9.8667E-01  4.1687E+07  9.8720E-01 -1.5945E-01 -1.2063E-03
  6.6667E-02 -9.8667E-01  4.5784E+07  9.8446E-01 -1.7349E-01 -2.7305E-02
  8.0000E-02 -9.8667E-01  4.9430E+07  9.8098E-01 -1.8500E-01 -5.8750E-02
  9.3333E-02 -9.8667E-01  5.1536E+07  9.7661E-01 -1.9257E-01 -9.5634E-02
  1.0667E-01 -9.8667E-01  5.0877E+07  9.7117E-01 -1.9382E-01 -1.3877E-01
  1.2000E-01 -9.8667E-01  4.6460E+07  9.6439E-01 -1.8427E-01 -1.8971E-01
  1.3333E-01 -9.8667E-01  3.8082E+07  9.5575E-01 -1.5453E-01 -2.5034E-01
  1.4667E-01 -9.8667E-01  2.6900E+07  9.4405E-01 -8.2702E-02 -3.1926E-01
  1.6000E-01 -9.8667E-01  1.5645E+07  9.2664E-01  8.4257E-02 -3.6639E-01
  1.7333E-01 -9.8667E-01  8.0339E+06  9.0256E-01  3.8717E-01 -1.8838E-01
  1.8667E-01 -9.8667E-01  7.1987E+06  9.0469E-01  2.3673E-01  3.5426E-01
  2.0000E-01 -9.8667E-01  1.3603E+07  9.1991E-01 -2.2308E-01  3.2248E-01
