Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
1.859,12673926.0500565,12673926.0500565,12691187.9234148
1.86,12667590.2959976,12667590.2959976,12684843.5400658
1.861,12661261.3870017,12661261.3870017,12678506.0111028
1.862,12654939.3120443,12654939.3120443,12672175.3254863
1.863,12645282.1574894,12645282.1574894,12662505.0178975
1.864,12638975.2583081,12638975.2583081,12656189.5287264
1.865,12632675.1585529,12632675.1585529,12649880.8482423
1.866,12625905.2361743,12625905.2361743,12643101.7052368
1.867,12616761.326119,12616761.326119,12633945.3411862
1.868,12610483.0923979,12610483.0923979,12627658.5565176
1.869,12604211.6128641,12604211.6128641,12621378.5352355
1.87,12595094.5113554,12595094.5113554,12612249.0162446
1.871,12588362.7665604,12588362.7665604,12605508.1028206
1.872,12582113.0105179,12582113.0105179,12599249.8346172
1.873,12575869.9638175,12575869.9638175,12592998.2848941
1.874,12566787.9830888,12566787.9830888,12583903.9345176
1.875,12560559.6258942,12560559.6258942,12577667.0943073
1.876,12553864.2316373,12553864.2316373,12570962.5809309
1.877,12547649.4319967,12547649.4319967,12564739.3167399
1.878,12538602.3577641,12538602.3577641,12555679.9204022
1.879,12532402.1527306,12532402.1527306,12549471.2706962
1.88,12526208.5793195,12526208.5793195,12543269.261645
1.881,12516715.6989541,12516715.6989541,12533763.451987
1.882,12510536.8643716,12510536.8643716,12527576.2018385
1.883,12504364.6281317,12504364.6281317,12521395.5590196
1.884,12498198.9797314,12498198.9797314,12515221.513013
1.885,12488741.7425317,12488741.7425317,12505751.3950666
1.886,12482590.7384426,12482590.7384426,12499592.0133167
1.887,12476446.2892,12476446.2892,12493439.195341
1.888,12470308.3843923,12470308.3843923,12487292.9307137
1.889,12461356.5323146,12461356.5323146,12478328.8862233
1.89,12455232.964879,12455232.964879,12472196.9784955
1.891,12448646.379493,12448646.379493,12465601.4221875
1.892,12439720.8788556,12439720.8788556,12456663.765028
1.893,12433618.3037832,12433618.3037832,12450552.8782551
1.894,12427522.2081679,12427522.2081679,12444448.4797643
1.895,12421432.5817561,12421432.5817561,12438350.5592879
1.896,12412072.6084224,12412072.6084224,12428977.8376808
1.897,12405997.3700875,12405997.3700875,12422894.324878
1.898,12399928.5687366,12399928.5687366,12416817.2578264
1.899,12391062.6806453,12391062.6806453,12407939.2944052
1.9,12385007.9870111,12385007.9870111,12401876.3542849
1.901,12378959.698576,12378959.698576,12395819.8280876
1.902,12372451.3075673,12372451.3075673,12389302.5726575
1.903,12363619.0212928,12363619.0212928,12380458.2568188
1.904,12357591.3559099,12357591.3559099,12374422.3817623
1.905,12351570.0538889,12351570.0538889,12368392.8787345
1.906,12345555.1052179,12345555.1052179,12362369.7377101
1.907,12336290.8056052,12336290.8056052,12353092.8201314
1.908,12330289.9946782,12330289.9946782,12347083.8361066
1.909,12324295.5056333,12324295.5056333,12341081.1825741
1.91,12315521.8516481,12315521.8516481,12332295.5788819
1.911,12309541.2243315,12309541.2243315,12326306.8059575
1.912,12303566.8878533,12303566.8878533,12320324.3324395
1.913,12297598.8323518,12297598.8323518,12314348.148453
1.914,12288394.7274779,12288394.7274779,12305131.5075983
1.915,12282440.6532653,12282440.6532653,12299169.3239432
1.916,12276492.8290286,12276492.8290286,12293213.3987765
1.917,12270551.2449911,12270551.2449911,12287263.722308
1.918,12261843.0779762,12261843.0779762,12278543.6947792
1.919,12255915.1811257,12255915.1811257,12272607.7241397
1.92,12249531.8919689,12249531.8919689,12266215.7409501
1.921,12240848.9615951,12240848.9615951,12257520.9844347
1.922,12234941.10154,12234941.10154,12251605.0778806
1.923,12229039.4206218,12229039.4206218,12245695.3588795
1.924,12223143.9092096,12223143.9092096,12239791.8177873
1.925,12214493.0761577,12214493.0761577,12231129.2023102
1.926,12208151.1794411,12208151.1794411,12224778.6679373
1.927,12202275.5475045,12202275.5475045,12218895.0333965
1.928,12196406.0452408,12196406.0452408,12213017.5368771
1.929,12187787.5306821,12187787.5306821,12204387.2839111
1.93,12181931.4792401,12181931.4792401,12198523.2565334
1.931,12176081.5276558,12176081.5276558,12192665.3373215
1.932,12167487.4338525,12167487.4338525,12184059.5383719
1.933,12161192.8205914,12161192.8205914,12177756.3518544
1.934,12155362.5286082,12155362.5286082,12171918.1190199
1.935,12149538.2972369,12149538.2972369,12166085.9550519
1.936,12140976.1869586,12140976.1869586,12157512.1831888
1.937,12135165.258659,12135165.258659,12151693.3404113
1.938,12129360.3615946,12129360.3615946,12145880.5370835
1.939,12123104.8895154,12123104.8895154,12139616.5450581
1.94,12115030.7638209,12115030.7638209,12131531.4224133
1.941,12108789.1199447,12108789.1199447,12125281.277425
1.942,12103009.6583682,12103009.6583682,12119493.9442282
1.943,12094503.370731,12094503.370731,12110976.0710366
1.944,12088737.0666128,12088737.0666128,12105201.9132184
1.945,12082976.7261142,12082976.7261142,12099433.7271425
1.946,12077222.3400456,12077222.3400456,12093671.5036064
1.947,12068747.1149805,12068747.1149805,12085184.735294
1.948,12063005.8048204,12063005.8048204,12079435.6054758
1.949,12056816.4739816,12056816.4739816,12073237.8447752
1.95,12051087.2047848,12051087.2047848,12067500.7723201
1.951,12042643.2638263,12042643.2638263,12059045.3307232
1.952,12036926.9891609,12036926.9891609,12053321.270498
1.953,12031216.602434,12031216.602434,12047603.1062306
1.954,12022796.3059703,12022796.3059703,12039171.3413324
1.955,12017098.8528105,12017098.8528105,12033466.1282477
1.956,12011407.2593022,12011407.2593022,12027766.7827952
1.957,12005721.5164665,12005721.5164665,12022073.2959841
1.958,11996880.2630679,11996880.2630679,12013220.0008081
1.959,11991207.5705945,11991207.5705945,12007539.5821338
1.96,11985540.7005367,11985540.7005367,12001864.9938051
1.961,11979879.6439908,11979879.6439908,11996196.2269065
1.962,11971520.6948469,11971520.6948469,11987825.892883
1.963,11965872.4125935,11965872.4125935,11982169.9176754
1.964,11960229.916032,11960229.916032,11976519.7360398
1.965,11951894.2364002,11951894.2364002,11968172.7032215
1.966,11946264.4545269,11946264.4545269,11962535.2535914
1.967,11940640.4306991,11940640.4306991,11956903.5698493
1.968,11934573.0321062,11934573.0321062,11950827.9074662
1.969,11926267.8234141,11926267.8234141,11942511.3870891
1.97,11920662.3796372,11920662.3796372,11936898.3087038
1.971,11915062.6575127,11915062.6575127,11931290.9597639
1.972,11909468.64834,11909468.64834,11925689.3315569
1.973,11901193.3383552,11901193.3383552,11917402.750609
1.974,11895611.8881466,11895611.8881466,11911813.6984714
1.975,11890036.1236974,11890036.1236974,11906230.3398371
1.976,11881783.7163289,11881783.7163289,11897966.6926988
1.977,11876220.4525617,11876220.4525617,11892395.8517725
1.978,11870662.8475303,11870662.8475303,11886830.6772892
1.979,11864664.5338125,11864664.5338125,11880824.1938747
1.98,11856442.1153312,11856442.1153312,11872590.5764684
1.981,11850902.776524,11850902.776524,11867043.6930878
1.982,11845369.0608786,11845369.0608786,11861502.4405279
1.983,11837169.3146961,11837169.3146961,11853291.5263
1.984,11831647.9655935,11831647.9655935,11847762.657126
1.985,11826132.2130174,11826132.2130174,11842239.3921009
1.986,11820622.0485175,11820622.0485175,11836721.7227631
1.987,11812451.5978071,11812451.5978071,11828540.1439077
1.988,11806953.7247216,11806953.7247216,11823034.7827252
1.989,11801461.4132943,11801461.4132943,11817534.9907757
1.99,11795974.6551444,11795974.6551444,11812040.7596673
1.991,11787833.3320846,11787833.3320846,11803888.3481344
1.992,11781915.7450705,11781915.7450705,11797962.7013733
1.993,11776446.9198811,11776446.9198811,11792486.42765
1.994,11768328.3045281,11768328.3045281,11784356.7547518
1.995,11762871.6395684,11762871.6395684,11778892.6578204
1.996,11757420.4754489,11757420.4754489,11773434.0692213
1.997,11751974.8039095,11751974.8039095,11767980.9806833
1.998,11743885.0224325,11743885.0224325,11759880.1809328
1.999,11738451.4376481,11738451.4376481,11754439.1956119
2,11733023.3196145,11733023.3196145,11749003.6844876
2.01,11671139.6881303,11671139.6881303,11687035.7675652
2.02,11609434.6504933,11609434.6504933,11625246.6877347
2.03,11551377.2821254,11551377.2821254,11567110.2452949
2.04,11490867.4793438,11490867.4793438,11506518.0282283
2.05,11431379.8154608,11431379.8154608,11446949.3422125
2.06,11372471.7543986,11372471.7543986,11387961.0484358
2.07,11316682.7402969,11316682.7402969,11332096.0497582
2.08,11258895.0697562,11258895.0697562,11274229.6724737
2.09,11201662.4104031,11201662.4104031,11216919.0623015
2.1,11145394.763105,11145394.763105,11160574.7785296
2.11,11091741.1167912,11091741.1167912,11106848.0560084
2.12,11036111.0395821,11036111.0395821,11051142.2106952
2.13,10981416.8063684,10981416.8063684,10996373.483996
2.14,10929282.6108235,10929282.6108235,10944168.2817341
2.15,10875595.9625373,10875595.9625373,10890408.5122918
2.16,10822002.5833097,10822002.5833097,10836742.1389406
2.17,10769308.2952452,10769308.2952452,10783976.0813136
2.18,10719105.1097623,10719105.1097623,10733704.5191472
2.19,10667763.0717114,10667763.0717114,10682292.5532969
2.2,10616491.5566471,10616491.5566471,10630951.2064854
2.21,10565685.4875251,10565685.4875251,10580075.9395531
2.22,10517698.8304603,10517698.8304603,10532023.9247141
2.23,10467793.0791335,10467793.0791335,10482050.2018088
2.24,10418334.3433722,10418334.3433722,10432524.1033037
2.25,10369704.2853678,10369704.2853678,10383827.8112137
2.26,10323434.7297202,10323434.7297202,10337495.2364822
2.27,10275268.3894276,10275268.3894276,10289263.293687
2.28,10227908.0841734,10227908.0841734,10241838.4837491
2.29,10180962.4295307,10180962.4295307,10194828.8891763
2.3,10136318.7449284,10136318.7449284,10150124.3999246
2.31,10090177.2196892,10090177.2196892,10103920.0299787
2.32,10044434.4750053,10044434.4750053,10058114.9837268
2.33,9999085.37568812,9999085.37568812,10012704.1189862
2.34,9955982.61104739,9955982.61104739,9969542.64842735
2.35,9911397.01268902,9911397.01268902,9924896.324533
2.36,9867190.24796452,9867190.24796452,9880629.35024349
2.37,9825189.9633063,9825189.9633063,9838571.86124371
2.38,9782082.90941765,9782082.90941765,9795406.09559501
2.39,9738974.05686437,9738974.05686437,9752238.52883191
2.4,9696225.41587772,9696225.41587772,9709431.66424319
2.41,9655992.1153969,9655992.1153969,9669143.56605131
2.42,9613940.63200506,9613940.63200506,9627034.80858528
2.43,9572592.95623638,9572592.95623638,9585630.81732763
2.44,9531229.70534523,9531229.70534523,9544211.2297342
2.45,9492326.72695607,9492326.72695607,9505255.26553121
2.46,9451979.10085134,9451979.10085134,9464852.68600404
2.47,9411958.82940662,9411958.82940662,9424777.90699358
2.48,9371912.94428137,9371912.94428137,9384677.47941677
2.49,9334274.73968586,9334274.73968586,9346988.01162795
2.5,9295206.94754407,9295206.94754407,9307867.00919617
2.51,9256451.09422665,9256451.09422665,9269058.37044911
2.52,9218003.46581939,9218003.46581939,9230558.37641419
2.53,9181568.66951181,9181568.66951181,9194073.95595406
2.54,9143719.2244211,9143719.2244211,9156172.95996072
2.55,9106167.26827657,9106167.26827657,9118569.85809317
2.56,9070258.85460576,9070258.85460576,9082612.53720238
2.57,9033621.72964775,9033621.72964775,9045925.51252043
2.58,8996934.4040316,8996934.4040316,9009188.21880709
2.59,8960864.18994961,8960864.18994961,8973068.87713313
2.6,8926067.41724227,8926067.41724227,8938224.71125959
2.61,8890545.61606534,8890545.61606534,8902654.52942847
2.62,8854966.20897035,8854966.20897035,8867026.66322011
2.63,8819985.76013642,8819985.76013642,8831998.57105329
2.64,8786576.7231662,8786576.7231662,8798544.03101142
2.65,8751793.52565195,8751793.52565195,8763713.45882036
2.66,8717596.32739639,8717596.32739639,8729469.68401834
2.67,8683655.6715447,8683655.6715447,8695482.80103066
2.68,8651253.97127774,8651253.97127774,8663036.96968353
2.69,8617492.60143957,8617492.60143957,8629229.61689672
2.7,8584300.67145312,8584300.67145312,8595992.4795381
2.71,8551354.07776568,8551354.07776568,8563001.01262625
2.72,8519915.27600919,8519915.27600919,8531519.3912563
2.73,8487446.26772216,8487446.26772216,8499006.16021565
2.74,8455214.63243708,8455214.63243708,8466730.62547871
2.75,8424468.39741004,8424468.39741004,8435942.51411333
2.76,8392698.8754631,8392698.8754631,8404129.72211241
2.77,8361159.10492001,8361159.10492001,8372546.99443647
2.78,8329846.60628554,8329846.60628554,8341191.84821326
2.79,8299990.52525942,8299990.52525942,8311295.10323759
2.8,8269427.2744766,8269427.2744766,8280690.22534077
2.81,8238776.15592647,8238776.15592647,8249997.36000084
2.82,8208342.78263078,8208342.78263078,8219522.53648416
2.83,8179338.03781583,8179338.03781583,8190478.28723863
2.84,8149328.6319286,8149328.6319286,8160428.00857354
2.85,8119831.22236184,8119831.22236184,8130890.42356735
2.86,8090240.36125414,8090240.36125414,8101259.25973933
2.87,8062051.37044838,8062051.37044838,8073031.87555906
2.88,8033164.73544049,8033164.73544049,8044105.89698602
2.89,8004181.54599818,8004181.54599818,8015083.23247152
2.9,7975694.14055338,7975694.14055338,7986557.0272118
2.91,7948286.25690886,7948286.25690886,7959111.81405987
2.92,7920185.58870172,7920185.58870172,7930972.87277349
2.93,7891984.53580754,7891984.53580754,7902733.41007625
2.94,7865141.05099187,7865141.05099187,7875853.36446375
2.95,7837608.45241542,7837608.45241542,7848283.26651828
2.96,7810262.0778493,7810262.0778493,7820899.64622004
2.97,7782811.80456536,7782811.80456536,7793411.98569404
2.98,7756982.26078894,7756982.26078894,7767547.26210737
2.99,7730180.29919282,7730180.29919282,7740708.796269
3,7703557.20751676,7703557.20751676,7714049.44397132
3.01,7676826.98128295,7676826.98128295,7687282.81119873
3.02,7651690.30491791,7651690.30491791,7662111.89870811
3.03,7625590.22749241,7625590.22749241,7635976.27300582
3.04,7599662.04858884,7599662.04858884,7610012.77995106
3.05,7573904.07733981,7573904.07733981,7584219.72637349
3.06,7549152.75682563,7549152.75682563,7559434.69458795
3.07,7523727.30086036,7523727.30086036,7533974.60917959
3.08,7498467.13012501,7498467.13012501,7508680.03411944
3.09,7473370.63984724,7473370.63984724,7483549.36244949
3.1,7449538.61562828,7449538.61562828,7459684.87903972
3.11,7424760.96596511,7424760.96596511,7434873.48224493
3.12,7400142.32972396,7400142.32972396,7410221.31544826
3.13,7375954.00247597,7375954.00247597,7386000.04372512
3.14,7352735.67409352,7352735.67409352,7362750.09200492
3.15,7328580.3934786,7328580.3934786,7338561.91192434
3.16,7304578.17427317,7304578.17427317,7314527.00172272
3.17,7281804.63842466,7281804.63842466,7291722.44834339
3.18,7258369.00023253,7258369.00023253,7268254.89083779
3.19,7234812.84313888,7234812.84313888,7244666.65028406
3.2,7211404.0895272,7211404.0895272,7221226.01397567
3.21,7189470.28415448,7189470.28415448,7199262.33478413
3.22,7166347.80071471,7166347.80071471,7176108.35854731
3.23,7143632.74649302,7143632.74649302,7153362.36644672
3.24,7120794.76033345,7120794.76033345,7130493.27497509
3.25,7099409.47452778,7099409.47452778,7109078.86243364
3.26,7077108.9029081,7077108.9029081,7086747.91745991
3.27,7054684.04991499,7054684.04991499,7064292.52184166
3.28,7032656.00758054,7032656.00758054,7042234.47733775
3.29,7011798.43259028,7011798.43259028,7021348.49435326
3.3,6990033.84995885,6990033.84995885,6999554.26838419
3.31,6968400.85152849,6968400.85152849,6977891.80583374
3.32,6946898.24826853,6946898.24826853,6956359.91605176
3.33,6926548.59416196,6926548.59416196,6935982.54573864
3.34,6905300.05516513,6905300.05516513,6914705.06625504
3.35,6884178.44832387,6884178.44832387,6893554.69180847
3.36,6864197.07864629,6864197.07864629,6873546.10752734
3.37,6843322.78987685,6843322.78987685,6852643.38799952
3.38,6822824.17312491,6822824.17312491,6832116.85215408
3.39,6802195.19191822,6802195.19191822,6811459.77429765
3.4,6782689.913283,6782689.913283,6791927.92949435
3.41,6762549.46375478,6762549.46375478,6771760.048696
3.42,6742526.81304175,6742526.81304175,6751710.12715469
3.43,6722372.57954663,6722372.57954663,6731528.44361569
3.44,6703573.74168715,6703573.74168715,6712704.00175969
3.45,6683896.14510225,6683896.14510225,6692999.60430986
3.46,6664332.31004398,6664332.31004398,6673409.12332973
3.47,6644881.25298125,6644881.25298125,6653931.57394865
3.48,6626276.35074792,6626276.35074792,6635301.33185891
3.49,6607045.78588887,6607045.78588887,6616044.57499165
3.5,6588168.5122149,6588168.5122149,6597141.59049167
3.51,6569156.11049714,6569156.11049714,6578103.29390366
3.52,6551219.79301244,6551219.79301244,6560142.54717425
3.53,6532661.09671495,6532661.09671495,6541558.57395279
3.54,6513966.58209118,6513966.58209118,6522838.59742063
