Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,KB1_RN,KB1_RS,KB1_RO,KB1_OX,KB1_OY,KB1_OZ,KB1_DX,KB1_DY,KB1_DZ,KB1_EN,KB1_PL,KB1_S0,KB1_S1,KB1_S2,KB1_S3
0,500,0,0,0,0,0,0,50913.80197575213,2.0,1.0,0.01833824415459464,0.01448737731229995,2.92636697609442,5.96899287974843e-06,0.017507604436985538,0.999846482529293,499.99997405173445,2.978238606975173,35197229007633.586,31634278581050.742,-688572441.7153121,224199969241.13156
