Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,KB2_RN,KB2_RS,KB2_RO,KB2_OX,KB2_OY,KB2_OZ,KB2_DX,KB2_DY,KB2_DZ,KB2_EN,KB2_PL,KB2_S0,KB2_S1,KB2_S2,KB2_S3
0,500,0,0,0,0,0,0,50493.53340184995,2.0,1.0,0.14356380378104416,0.005328635773972884,-0.33549373545681616,-0.00010910014877382186,0.026177288017999845,0.999656963033507,500.00081611916715,-0.4054021757288792,35096809712230.215,32189432682425.49,239572163.36073998,-125509809614.59404
