Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,PremirrorM2_RN,PremirrorM2_RS,PremirrorM2_RO,PremirrorM2_OX,PremirrorM2_OY,PremirrorM2_OZ,PremirrorM2_DX,PremirrorM2_DY,PremirrorM2_DZ,PremirrorM2_EN,PremirrorM2_PL,PremirrorM2_S0,PremirrorM2_S1,PremirrorM2_S2,PremirrorM2_S3
0,500,0,0,0,0,0,0,49938.721041134224,2.0,1.0,-0.1485773436944489,-1.2423901316990487e-19,129.45981014541988,1.0507413321409452e-06,0.05887848643635919,0.9982651232216366,500.0005046228959,-0.03694569870481421,30098488026472.395,20410864567180.0,-46921336.80329388,57149275423.7639
