Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,M1_RN,M1_RS,M1_RO,M1_OX,M1_OY,M1_OZ,M1_DX,M1_DY,M1_DZ,M1_EN,M1_PL,M1_S0,M1_S1,M1_S2,M1_S3
0,500,0,0,0,0,0,0,17947.96851675401,2.0,1.0,0.028671666496691027,0.06940362736907964,-8.370324483269922,-8.65018052814095e-08,0.017452075556023135,0.9998476665871688,500.00119468227234,-8.300709157597232,30063507654704.62,20354350500711.055,-253639713.2058917,221013634075.35333
