Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,DetectorAtFocus_RN,DetectorAtFocus_RS,DetectorAtFocus_RO,DetectorAtFocus_OX,DetectorAtFocus_OY,DetectorAtFocus_OZ,DetectorAtFocus_DX,DetectorAtFocus_DY,DetectorAtFocus_DZ,DetectorAtFocus_EN,DetectorAtFocus_PL,DetectorAtFocus_S0,DetectorAtFocus_S1,DetectorAtFocus_S2,DetectorAtFocus_S3
0,500,0,0,0,0,0,0,4957.920792079208,2.0,1.0,0.02024150865847277,-4.409453469657664e-05,0.0,0.0001210164609957014,2.3676821585173585e-06,0.999999641272328,500.00048483252243,-0.09087914752651831,35054548019801.98,32398953960396.04,953216688.1188118,-431606420792.0792
