Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,ExitSlit_RN,ExitSlit_RS,ExitSlit_RO,ExitSlit_OX,ExitSlit_OY,ExitSlit_OZ,ExitSlit_DX,ExitSlit_DY,ExitSlit_DZ,ExitSlit_EN,ExitSlit_PL,ExitSlit_S0,ExitSlit_S1,ExitSlit_S2,ExitSlit_S3
0,500,0,0,0,0,0,0,50913.80197575213,2.0,1.0,0.059461983637667186,-8.640680507529285e-05,0.0,-2.864741341297068e-06,-5.9688347884980705e-06,0.9999999410987608,499.99997405173445,0.05239301779213927,35197229007633.586,31634278581050.742,-435178763.76290977,224201501751.23483
