Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,Dipole_RN,Dipole_RS,Dipole_RO,Dipole_OX,Dipole_OY,Dipole_OZ,Dipole_DX,Dipole_DY,Dipole_DZ,Dipole_EN,Dipole_PL,Dipole_S0,Dipole_S1,Dipole_S2,Dipole_S3
0,500,0,0,0,0,0,0,49999.5,2.0,0.0,-0.0006973394531894676,1.645174462895791e-05,-0.001953515463679312,4.4912638284635114e-07,7.996280241251985e-07,0.9999997762014065,500.00041068046926,0.0,30083911383160.918,20406320109133.55,0.0,124683296889.81
