Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,PG_RN,PG_RS,PG_RO,PG_OX,PG_OY,PG_OZ,PG_DX,PG_DY,PG_DZ,PG_EN,PG_PL,PG_S0,PG_S1,PG_S2,PG_S3
0,500,0,0,0,0,0,0,50032.717614413865,2.0,1.0,0.20417992806699792,-2.5929285521249454e-17,0.2720097373540855,-7.421808537918929e-06,0.08408505566441708,0.9964585469223591,500.00203777617986,0.3830557962884219,35173929462520.906,31746544374334.805,-73355042.18359055,90036803554.24205
