Simulation Number,Dipole.photonEnergy,M1.reflectivityType,PremirrorM2.reflectivityType,PG.reflectivityType,M3.reflectivityType,KB1.reflectivityType,KB2.reflectivityType,M3_RN,M3_RS,M3_RO,M3_OX,M3_OY,M3_OZ,M3_DX,M3_DY,M3_DZ,M3_EN,M3_PL,M3_S0,M3_S1,M3_S2,M3_S3
0,500,0,0,0,0,0,0,50061.88200380919,2.0,1.0,-0.01939849277180763,0.013272341222922075,-1.4326543206672124,1.4299880240337744e-06,0.017457522473529143,0.9998475487771413,499.99936798534196,-1.4347047376917041,35170956663861.453,31755307144439.03,-151441375.1862515,78576627946.13988
