         151         151         295   928.159973      WAVE
 -1.0000E+00 -1.0000E+00  5.1364E+06  5.3089E-01 -5.5788E-01 -6.3791E-01
 -9.8667E-01 -1.0000E+00  7.2814E+06  7.0910E-01 -6.8213E-01  1.7853E-01
 -9.7333E-01 -1.0000E+00  3.5856E+06  7.9369E-01 -8.1076E-02 -6.0289E-01
 -9.6000E-01 -1.0000E+00  6.6744E+06  4.5557E-01 -8.8744E-01 -7.0012E-02
 -9.4667E-01 -1.0000E+00  4.1168E+06  9.8493E-01 -1.6477E-01  5.2591E-02
 -9.3333E-01 -1.0000E+00  4.4553E+06  2.7232E-01 -7.8040E-01 -5.6287E-01
 -9.2000E-01 -1.0000E+00  5.2383E+06  6.6461E-01 -6.8915E-01  2.8874E-01
 -9.0667E-01 -1.0000E+00  3.0742E+06  6.9878E-01 -1.5278E-01 -6.9883E-01
 -8.9333E-01 -1.0000E+00  4.5276E+06  1.4234E-01 -9.8882E-01 -4.4501E-02
 -8.8000E-01 -1.0000E+00  3.7230E+06  9.1920E-01 -3.5738E-01  1.6537E-01
 -8.6667E-01 -1.0000E+00  2.8357E+06  7.5392E-02 -5.4025E-01 -8.3812E-01
 -8.5333E-01 -1.0000E+00  3.8691E+06  2.0084E-01 -9.2043E-01  3.3537E-01
 -8.4000E-01 -1.0000E+00  2.8737E+06  9.5041E-01 -2.0076E-01 -2.3753E-01
 -8.2667E-01 -1.0000E+00  2.5117E+06 -4.3754E-01 -6.7094E-01 -5.9866E-01
 -8.1333E-01 -1.0000E+00  3.2047E+06  2.6923E-01 -8.0513E-01  5.2847E-01
 -8.0000E-01 -1.0000E+00  2.3769E+06  8.2889E-01 -1.7107E-01 -5.3262E-01
 -7.8667E-01 -1.0000E+00  2.1689E+06 -8.1694E-01 -4.5056E-01 -3.6001E-01
 -7.7333E-01 -1.0000E+00  2.6897E+06  1.9402E-01 -7.2078E-01  6.6546E-01
 -7.6000E-01 -1.0000E+00  2.0687E+06  7.7441E-01 -1.8617E-01 -6.0467E-01
 -7.4667E-01 -1.0000E+00  1.9900E+06 -9.4999E-01  9.3462E-02 -2.9797E-01
 -7.3333E-01 -1.0000E+00  2.3559E+06 -1.1596E-01 -5.2062E-01  8.4588E-01
 -7.2000E-01 -1.0000E+00  1.8394E+06  8.3334E-01 -3.6848E-01 -4.1201E-01
 -7.0667E-01 -1.0000E+00  2.0392E+06 -6.0879E-01  6.4487E-01 -4.6208E-01
 -6.9333E-01 -1.0000E+00  2.4260E+06 -4.7617E-01  1.0962E-01  8.7249E-01
 -6.8000E-01 -1.0000E+00  1.6324E+06  6.7612E-01 -6.9553E-01  2.4310E-01
 -6.6667E-01 -1.0000E+00  1.9822E+06  5.5632E-02  6.7076E-01 -7.3958E-01
 -6.5333E-01 -1.0000E+00  3.1798E+06 -3.1925E-01  8.3511E-01  4.4795E-01
 -6.4000E-01 -1.0000E+00  2.1192E+06  5.3379E-02 -6.9505E-02  9.9615E-01
 -6.2667E-01 -1.0000E+00  1.2446E+06  6.0383E-01 -3.0523E-01 -7.3636E-01
 -6.1333E-01 -1.0000E+00  3.5110E+06  1.6695E-01  9.7609E-01 -1.3918E-01
 -6.0000E-01 -1.0000E+00  4.5330E+06  1.4045E-01  8.0557E-01  5.7562E-01
 -5.8667E-01 -1.0000E+00  1.8222E+06  1.7354E-01 -6.1312E-02  9.8292E-01
 -5.7333E-01 -1.0000E+00  1.2947E+06  4.8507E-01  1.2448E-01 -8.6557E-01
 -5.6000E-01 -1.0000E+00  5.3528E+06  4.7657E-01  8.7893E-01 -1.9070E-02
 -5.4667E-01 -1.0000E+00  6.9815E+06  4.6201E-01  7.7405E-01  4.3289E-01
 -5.3333E-01 -1.0000E+00  2.9425E+06  3.3521E-01  3.8752E-01  8.5876E-01
 -5.2000E-01 -1.0000E+00  6.9426E+05  1.0273E-01 -4.7245E-01 -8.7535E-01
 -5.0667E-01 -1.0000E+00  5.4861E+06  6.7902E-01  7.1646E-01 -1.6005E-01
 -4.9333E-01 -1.0000E+00  1.0752E+07  6.9128E-01  6.9061E-01  2.1258E-01
 -4.8000E-01 -1.0000E+00  8.4530E+06  6.4755E-01  5.9572E-01  4.7517E-01
 -4.6667E-01 -1.0000E+00  1.9751E+06  2.8222E-01  2.8473E-01  9.1612E-01
 -4.5333E-01 -1.0000E+00  1.3510E+06  4.4021E-01  3.7705E-01 -8.1489E-01
 -4.4000E-01 -1.0000E+00  8.8712E+06  8.2037E-01  5.6649E-01 -7.8011E-02
 -4.2667E-01 -1.0000E+00  1.5927E+07  8.3148E-01  5.3153E-01  1.6162E-01
 -4.1333E-01 -1.0000E+00  1.4245E+07  8.0396E-01  4.9029E-01  3.3654E-01
 -4.0000E-01 -1.0000E+00  5.9278E+06  6.6894E-01  4.4928E-01  5.9218E-01
 -3.8667E-01 -1.0000E+00  6.1378E+05 -7.8465E-01  5.2119E-01  3.3567E-01
 -3.7333E-01 -1.0000E+00  4.7179E+06  8.1418E-01  4.5430E-01 -3.6156E-01
 -3.6000E-01 -1.0000E+00  1.5215E+07  9.1564E-01  4.0111E-01 -2.6683E-02
 -3.4667E-01 -1.0000E+00  2.3288E+07  9.2032E-01  3.7041E-01  1.2578E-01
 -3.3333E-01 -1.0000E+00  2.2620E+07  9.0373E-01  3.5060E-01  2.4567E-01
 -3.2000E-01 -1.0000E+00  1.4259E+07  8.5162E-01  3.5112E-01  3.8917E-01
 -3.0667E-01 -1.0000E+00  4.8625E+06  6.3645E-01  4.5042E-01  6.2615E-01
 -2.9333E-01 -1.0000E+00  1.2196E+06 -7.7688E-02  9.8211E-01 -1.7154E-01
 -2.8000E-01 -1.0000E+00  5.8256E+06  8.4283E-01  3.7718E-01 -3.8388E-01
 -2.6667E-01 -1.0000E+00  1.6141E+07  9.5801E-01  2.5854E-01 -1.2397E-01
 -2.5333E-01 -1.0000E+00  2.6947E+07  9.7589E-01  2.1808E-01  9.2575E-03
 -2.4000E-01 -1.0000E+00  3.3546E+07  9.7540E-01  1.9594E-01  1.0096E-01
 -2.2667E-01 -1.0000E+00  3.3819E+07  9.6615E-01  1.8424E-01  1.8055E-01
 -2.1333E-01 -1.0000E+00  2.8518E+07  9.4692E-01  1.8529E-01  2.6270E-01
 -2.0000E-01 -1.0000E+00  2.0228E+07  9.0949E-01  2.1051E-01  3.5850E-01
 -1.8667E-01 -1.0000E+00  1.1945E+07  8.3114E-01  2.9328E-01  4.7243E-01
 -1.7333E-01 -1.0000E+00  5.9679E+06  6.5902E-01  5.2167E-01  5.4181E-01
 -1.6000E-01 -1.0000E+00  3.4099E+06  4.4516E-01  8.7532E-01  1.8882E-01
 -1.4667E-01 -1.0000E+00  4.2672E+06  6.1833E-01  6.8703E-01 -3.8166E-01
 -1.3333E-01 -1.0000E+00  7.7888E+06  8.3289E-01  3.5746E-01 -4.2252E-01
 -1.2000E-01 -1.0000E+00  1.2914E+07  9.2518E-01  1.8903E-01 -3.2912E-01
 -1.0667E-01 -1.0000E+00  1.8617E+07  9.6423E-01  1.0089E-01 -2.4513E-01
 -9.3333E-02 -1.0000E+00  2.4105E+07  9.8227E-01  4.6795E-02 -1.8151E-01
 -8.0000E-02 -1.0000E+00  2.8879E+07  9.9099E-01  8.7144E-03 -1.3368E-01
 -6.6667E-02 -1.0000E+00  3.2708E+07  9.9502E-01 -2.0957E-02 -9.7435E-02
 -5.3333E-02 -1.0000E+00  3.5558E+07  9.9648E-01 -4.5809E-02 -7.0199E-02
 -4.0000E-02 -1.0000E+00  3.7507E+07  9.9642E-01 -6.7727E-02 -5.0543E-02
 -2.6667E-02 -1.0000E+00  3.8685E+07  9.9542E-01 -8.7780E-02 -3.7831E-02
 -1.3333E-02 -1.0000E+00  3.9219E+07  9.9379E-01 -1.0655E-01 -3.1932E-02
  0.0000E+00 -1.0000E+00  3.9209E+07  9.9170E-01 -1.2428E-01 -3.3092E-02
  1.3333E-02 -1.0000E+00  3.8711E+07  9.8915E-01 -1.4083E-01 -4.1844E-02
  2.6667E-02 -1.0000E+00  3.7734E+07  9.8606E-01 -1.5561E-01 -5.8967E-02
  4.0000E-02 -1.0000E+00  3.6259E+07  9.8219E-01 -1.6736E-01 -8.5463E-02
  5.3333E-02 -1.0000E+00  3.4252E+07  9.7713E-01 -1.7379E-01 -1.2249E-01
  6.6667E-02 -1.0000E+00  3.1694E+07  9.7028E-01 -1.7108E-01 -1.7113E-01
  8.0000E-02 -1.0000E+00  2.8615E+07  9.6069E-01 -1.5291E-01 -2.3174E-01
  9.3333E-02 -1.0000E+00  2.5137E+07  9.4699E-01 -1.0931E-01 -3.0211E-01
  1.0667E-01 -1.0000E+00  2.1502E+07  9.2739E-01 -2.5886E-02 -3.7321E-01
  1.2000E-01 -1.0000E+00  1.8080E+07  9.0023E-01  1.1288E-01 -4.2054E-01
  1.3333E-01 -1.0000E+00  1.5339E+07  8.6631E-01  3.0640E-01 -3.9450E-01
  1.4667E-01 -1.0000E+00  1.3756E+07  8.3329E-01  4.9996E-01 -2.3594E-01
  1.6000E-01 -1.0000E+00  1.3676E+07  8.1519E-01  5.7728E-01  4.7076E-02
  1.7333E-01 -1.0000E+00  1.5145E+07  8.1810E-01  4.6909E-01  3.3266E-01
  1.8667E-01 -1.0000E+00  1.7793E+07  8.3257E-01  2.3402E-01  5.0206E-01
  2.0000E-01 -1.0000E+00  2.0841E+07  8.4671E-01 -3.1223E-02  5.3114E-01
  2.1333E-01 -1.0000E+00  2.3312E+07  8.5532E-01 -2.6755E-01  4.4367E-01
  2.2667E-01 -1.0000E+00  2.4414E+07  8.5856E-01 -4.4090E-01  2.6169E-01
  2.4000E-01 -1.0000E+00  2.3940E+07  8.5965E-01 -5.1086E-01  4.7332E-03
  2.5333E-01 -1.0000E+00  2.2425E+07  8.6389E-01 -4.2075E-01 -2.7687E-01
  2.6667E-01 -1.0000E+00  2.0846E+07  8.7560E-01 -1.4300E-01 -4.6138E-01
  2.8000E-01 -1.0000E+00  1.9917E+07  8.8988E-01  2.2061E-01 -3.9930E-01
  2.9333E-01 -1.0000E+00  1.9467E+07  8.8938E-01  4.5047E-01 -7.7963E-02
  3.0667E-01 -1.0000E+00  1.8536E+07  8.5557E-01  3.9207E-01  3.3805E-01
  3.2000E-01 -1.0000E+00  1.6447E+07  7.7918E-01  2.4883E-02  6.2631E-01
  3.3333E-01 -1.0000E+00  1.4062E+07  6.8213E-01 -5.2105E-01  5.1303E-01
  3.4667E-01 -1.0000E+00  1.3691E+07  6.7042E-01 -7.3502E-01 -1.0135E-01
  3.6000E-01 -1.0000E+00  1.6877E+07  7.9018E-01 -3.0579E-01 -5.3113E-01
  3.7333E-01 -1.0000E+00  2.1675E+07  8.9724E-01  1.7197E-01 -4.0668E-01
