         151         151         332   1200.00000      WAVE
 -1.0000E+00 -1.0000E+00  2.6688E+06  3.5087E-01 -6.1073E-01 -7.0986E-01
 -9.8667E-01 -1.0000E+00  3.1008E+06  9.5512E-01  7.7314E-02  2.8596E-01
 -9.7333E-01 -1.0000E+00  2.6491E+06  3.2850E-01 -8.6622E-01 -3.7651E-01
 -9.6000E-01 -1.0000E+00  2.7908E+06  9.7219E-01  2.3407E-01  7.5693E-03
 -9.4667E-01 -1.0000E+00  2.5001E+06  3.4460E-01 -9.3278E-01 -1.0571E-01
 -9.3333E-01 -1.0000E+00  2.5960E+06  9.4737E-01  2.4737E-01 -2.0320E-01
 -9.2000E-01 -1.0000E+00  2.2801E+06  3.4377E-01 -9.3764E-01  5.1461E-02
 -9.0667E-01 -1.0000E+00  2.4803E+06  9.3142E-01  2.1091E-01 -2.9660E-01
 -8.9333E-01 -1.0000E+00  1.9985E+06  2.8085E-01 -9.5434E-01  1.0180E-01
 -8.8000E-01 -1.0000E+00  2.4451E+06  9.4692E-01  1.6025E-01 -2.7868E-01
 -8.6667E-01 -1.0000E+00  1.6554E+06  1.1508E-01 -9.9270E-01  3.5959E-02
 -8.5333E-01 -1.0000E+00  2.4724E+06  9.8322E-01  7.8313E-02 -1.6477E-01
 -8.4000E-01 -1.0000E+00  1.3017E+06 -1.6168E-01 -9.6129E-01 -2.2312E-01
 -8.2667E-01 -1.0000E+00  2.4668E+06  9.9733E-01 -6.8657E-02  2.4816E-02
 -8.1333E-01 -1.0000E+00  1.0906E+06 -3.1664E-01 -6.1037E-01 -7.2608E-01
 -8.0000E-01 -1.0000E+00  2.2317E+06  9.1378E-01 -3.0324E-01  2.7028E-01
 -7.8667E-01 -1.0000E+00  1.2336E+06  1.3346E-01 -3.2014E-02 -9.9054E-01
 -7.7333E-01 -1.0000E+00  1.6185E+06  5.6482E-01 -6.2381E-01  5.4022E-01
 -7.6000E-01 -1.0000E+00  1.7220E+06  7.4396E-01  9.8167E-02 -6.6097E-01
 -7.4667E-01 -1.0000E+00  8.9880E+05 -4.4084E-01 -7.6324E-01  4.7236E-01
 -7.3333E-01 -1.0000E+00  1.9977E+06  9.7790E-01 -1.6552E-01 -1.2771E-01
 -7.2000E-01 -1.0000E+00  8.1612E+05 -5.9096E-01  1.6571E-01 -7.8950E-01
 -7.0667E-01 -1.0000E+00  1.4331E+06  6.5790E-01 -5.4026E-01  5.2468E-01
 -6.9333E-01 -1.0000E+00  1.4891E+06  6.6460E-01  1.5213E-01 -7.3155E-01
 -6.8000E-01 -1.0000E+00  7.1114E+05 -8.0342E-01 -5.1514E-02  5.9319E-01
 -6.6667E-01 -1.0000E+00  1.5836E+06  9.2051E-01 -3.8929E-01  3.3336E-02
 -6.5333E-01 -1.0000E+00  1.1137E+06  1.5192E-01  5.6363E-01 -8.1194E-01
 -6.4000E-01 -1.0000E+00  8.4357E+05 -1.6948E-01 -1.5492E-01  9.7328E-01
 -6.2667E-01 -1.0000E+00  1.4513E+06  9.0730E-01 -3.0699E-01 -2.8735E-01
 -6.1333E-01 -1.0000E+00  1.1215E+06  5.2121E-02  8.4568E-01 -5.3114E-01
 -6.0000E-01 -1.0000E+00  8.9237E+05  3.8315E-02 -3.7738E-02  9.9855E-01
 -5.8667E-01 -1.0000E+00  1.2687E+06  8.5999E-01 -3.4314E-01 -3.7773E-01
 -5.7333E-01 -1.0000E+00  1.3794E+06  2.9854E-01  8.5711E-01 -4.1981E-01
 -5.6000E-01 -1.0000E+00  1.0101E+06  8.3620E-02  4.0976E-01  9.0835E-01
 -5.4667E-01 -1.0000E+00  9.8508E+05  7.7264E-01 -6.1165E-01 -1.7002E-01
 -5.3333E-01 -1.0000E+00  1.6334E+06  5.7396E-01  6.3883E-01 -5.1232E-01
 -5.2000E-01 -1.0000E+00  1.5634E+06  3.3917E-01  8.2600E-01  4.5020E-01
 -5.0667E-01 -1.0000E+00  7.7555E+05  4.2473E-01 -5.4643E-01  7.2181E-01
 -4.9333E-01 -1.0000E+00  1.2722E+06  7.1807E-01  1.0456E-01 -6.8808E-01
 -4.8000E-01 -1.0000E+00  2.3732E+06  6.3884E-01  7.6533E-01 -7.8432E-02
 -4.6667E-01 -1.0000E+00  1.7084E+06  5.2427E-01  5.7106E-01  6.3169E-01
 -4.5333E-01 -1.0000E+00  5.6368E+05  2.9723E-01 -8.8231E-01  3.6494E-01
 -4.4000E-01 -1.0000E+00  1.5725E+06  7.3543E-01  3.0447E-01 -6.0534E-01
 -4.2667E-01 -1.0000E+00  3.2209E+06  7.7756E-01  6.2819E-01 -2.7806E-02
 -4.1333E-01 -1.0000E+00  2.5249E+06  7.0800E-01  5.3438E-01  4.6171E-01
 -4.0000E-01 -1.0000E+00  6.4634E+05  2.0279E-01 -3.1896E-01  9.2582E-01
 -3.8667E-01 -1.0000E+00  9.5887E+05  5.7947E-01  1.1082E-03 -8.1499E-01
 -3.7333E-01 -1.0000E+00  3.3662E+06  8.5916E-01  4.6022E-01 -2.2372E-01
 -3.6000E-01 -1.0000E+00  4.4879E+06  8.7239E-01  4.6921E-01  1.3705E-01
 -3.4667E-01 -1.0000E+00  2.7820E+06  7.8246E-01  3.7544E-01  4.9679E-01
 -3.3333E-01 -1.0000E+00  5.8580E+05  2.2131E-02 -1.4063E-01  9.8982E-01
 -3.2000E-01 -1.0000E+00  8.1599E+05  4.0372E-01  8.4361E-02 -9.1099E-01
 -3.0667E-01 -1.0000E+00  3.4176E+06  8.9006E-01  3.3318E-01 -3.1111E-01
 -2.9333E-01 -1.0000E+00  5.7555E+06  9.4482E-01  3.2721E-01 -1.5662E-02
 -2.8000E-01 -1.0000E+00  5.6549E+06  9.3305E-01  2.9364E-01  2.0784E-01
 -2.6667E-01 -1.0000E+00  3.3855E+06  8.4295E-01  2.5311E-01  4.7474E-01
 -2.5333E-01 -1.0000E+00  1.0144E+06  3.4731E-01  2.3311E-01  9.0832E-01
 -2.4000E-01 -1.0000E+00  4.2519E+05 -5.5500E-01  4.6020E-01 -6.9296E-01
 -2.2667E-01 -1.0000E+00  1.9894E+06  7.4278E-01  2.9332E-01 -6.0187E-01
 -2.1333E-01 -1.0000E+00  4.6647E+06  9.3695E-01  2.1469E-01 -2.7575E-01
 -2.0000E-01 -1.0000E+00  6.9695E+06  9.8222E-01  1.6679E-01 -8.6201E-02
 -1.8667E-01 -1.0000E+00  7.9067E+06  9.8974E-01  1.3091E-01  5.7265E-02
 -1.7333E-01 -1.0000E+00  7.3176E+06  9.7583E-01  1.0514E-01  1.9156E-01
 -1.6000E-01 -1.0000E+00  5.6949E+06  9.3594E-01  9.5880E-02  3.3886E-01
 -1.4667E-01 -1.0000E+00  3.7681E+06  8.4715E-01  1.2475E-01  5.1650E-01
 -1.3333E-01 -1.0000E+00  2.1527E+06  6.5120E-01  2.5395E-01  7.1516E-01
 -1.2000E-01 -1.0000E+00  1.1810E+06  2.7432E-01  6.0491E-01  7.4755E-01
