         151         151         223   389.230011      WAVE
 -1.0000E+00 -1.0000E+00  2.2495E+06  7.1196E-01  5.7928E-01  3.9692E-01
 -9.8667E-01 -1.0000E+00  1.7516E+06 -2.0002E-01 -6.4382E-01  7.3857E-01
 -9.7333E-01 -1.0000E+00  8.2836E+06 -2.7707E-01  2.7343E-01  9.2112E-01
 -9.6000E-01 -1.0000E+00  1.5897E+07 -5.6802E-02  5.5712E-01  8.2849E-01
 -9.4667E-01 -1.0000E+00  1.6578E+07  1.4470E-01  6.9246E-01  7.0679E-01
 -9.3333E-01 -1.0000E+00  9.2713E+06  3.9028E-01  7.5960E-01  5.2028E-01
 -9.2000E-01 -1.0000E+00  1.9204E+06  9.3117E-01  3.3806E-01  1.3653E-01
 -9.0667E-01 -1.0000E+00  3.7291E+06  1.3814E-01  8.3566E-02  9.8688E-01
 -8.9333E-01 -1.0000E+00  1.5375E+07  2.2538E-01  5.2999E-01  8.1750E-01
 -8.8000E-01 -1.0000E+00  2.7397E+07  3.4212E-01  6.4547E-01  6.8288E-01
 -8.6667E-01 -1.0000E+00  2.8852E+07  4.4305E-01  6.9652E-01  5.6441E-01
 -8.5333E-01 -1.0000E+00  1.8060E+07  5.5617E-01  7.1921E-01  4.1642E-01
 -8.4000E-01 -1.0000E+00  5.0652E+06  7.9439E-01  5.9442E-01  1.2492E-01
 -8.2667E-01 -1.0000E+00  3.2153E+06  6.7027E-01 -1.4581E-02  7.4197E-01
 -8.1333E-01 -1.0000E+00  1.7300E+07  5.4034E-01  4.6148E-01  7.0361E-01
 -8.0000E-01 -1.0000E+00  3.8710E+07  5.8301E-01  5.6516E-01  5.8369E-01
 -7.8667E-01 -1.0000E+00  5.1872E+07  6.2665E-01  6.0281E-01  4.9389E-01
 -7.7333E-01 -1.0000E+00  4.6664E+07  6.6931E-01  6.2211E-01  4.0620E-01
 -7.6000E-01 -1.0000E+00  2.6798E+07  7.2241E-01  6.2920E-01  2.8677E-01
 -7.4667E-01 -1.0000E+00  7.6621E+06  8.5465E-01  5.1765E-01  4.0143E-02
 -7.3333E-01 -1.0000E+00  5.4071E+06  8.7840E-01  4.9578E-02  4.7535E-01
 -7.2000E-01 -1.0000E+00  2.5381E+07  7.5807E-01  3.7148E-01  5.3604E-01
 -7.0667E-01 -1.0000E+00  5.8066E+07  7.6085E-01  4.5672E-01  4.6100E-01
 -6.9333E-01 -1.0000E+00  8.5012E+07  7.7498E-01  4.8798E-01  4.0160E-01
 -6.8000E-01 -1.0000E+00  9.0489E+07  7.9053E-01  5.0410E-01  3.4777E-01
 -6.6667E-01 -1.0000E+00  7.1254E+07  8.0714E-01  5.1563E-01  2.8750E-01
 -6.5333E-01 -1.0000E+00  3.8620E+07  8.2995E-01  5.2219E-01  1.9623E-01
 -6.4000E-01 -1.0000E+00  1.2062E+07  8.9763E-01  4.4075E-01  1.2694E-04
 -6.2667E-01 -1.0000E+00  8.5416E+06  9.7060E-01  5.2657E-02  2.3486E-01
 -6.1333E-01 -1.0000E+00  3.3592E+07  8.8776E-01  2.5322E-01  3.8439E-01
 -6.0000E-01 -1.0000E+00  7.8674E+07  8.7485E-01  3.3107E-01  3.5358E-01
 -5.8667E-01 -1.0000E+00  1.2556E+08  8.7569E-01  3.6139E-01  3.2026E-01
