         151         151         266   717.889771      WAVE
 -1.0000E+00 -1.0000E+00  5.4951E+06  5.8809E-01 -7.4942E-01  3.0417E-01
 -9.8667E-01 -1.0000E+00  3.4587E+06  6.7875E-01 -4.2138E-01 -6.0145E-01
 -9.7333E-01 -1.0000E+00  7.5045E+06  1.4030E-01 -9.6687E-01 -2.1325E-01
 -9.6000E-01 -1.0000E+00  4.9796E+06  4.0872E-01 -8.3003E-01  3.7947E-01
 -9.4667E-01 -1.0000E+00  2.6335E+06  7.4295E-01 -3.7720E-01 -5.5294E-01
 -9.3333E-01 -1.0000E+00  5.5467E+06 -1.4054E-01 -9.4683E-01 -2.8942E-01
 -9.2000E-01 -1.0000E+00  4.8463E+06  6.3207E-02 -8.9922E-01  4.3291E-01
 -9.0667E-01 -1.0000E+00  2.1216E+06  9.0158E-01 -4.0489E-01 -1.5240E-01
 -8.9333E-01 -1.0000E+00  3.5992E+06 -4.0106E-01 -7.6149E-01 -5.0920E-01
 -8.8000E-01 -1.0000E+00  4.6825E+06 -4.3432E-01 -8.0248E-01  4.0913E-01
 -8.6667E-01 -1.0000E+00  2.3653E+06  5.5164E-01 -6.1401E-01  5.6452E-01
 -8.5333E-01 -1.0000E+00  1.9228E+06 -1.9581E-01 -4.3165E-01 -8.8053E-01
 -8.4000E-01 -1.0000E+00  4.0111E+06 -8.9659E-01 -3.8688E-01  2.1551E-01
 -8.2667E-01 -1.0000E+00  3.4561E+06 -2.9513E-01 -4.1491E-01  8.6066E-01
 -8.1333E-01 -1.0000E+00  1.2555E+06  7.5835E-01 -6.3579E-01 -1.4377E-01
 -8.0000E-01 -1.0000E+00  2.4243E+06 -9.2877E-01  1.9719E-01 -3.1385E-01
 -7.8667E-01 -1.0000E+00  4.6357E+06 -7.2596E-01  2.4926E-01  6.4098E-01
 -7.7333E-01 -1.0000E+00  2.9135E+06 -1.0974E-01 -7.7391E-02  9.9094E-01
 -7.6000E-01 -1.0000E+00  7.7739E+05  3.2198E-01 -5.7293E-01 -7.5371E-01
 -7.4667E-01 -1.0000E+00  3.4223E+06 -5.8744E-01  8.0219E-01  1.0678E-01
 -7.3333E-01 -1.0000E+00  6.3210E+06 -2.9659E-01  6.8746E-01  6.6290E-01
 -7.2000E-01 -1.0000E+00  3.6186E+06 -3.8549E-03  3.3720E-01  9.4143E-01
 -7.0667E-01 -1.0000E+00  4.8419E+05  6.2650E-02 -8.3232E-01 -5.5074E-01
 -6.9333E-01 -1.0000E+00  4.1149E+06 -6.2333E-02  9.8992E-01  1.2717E-01
 -6.8000E-01 -1.0000E+00  9.4997E+06  1.1980E-01  8.5629E-01  5.0241E-01
 -6.6667E-01 -1.0000E+00  7.3871E+06  2.2336E-01  6.7855E-01  6.9977E-01
 -6.5333E-01 -1.0000E+00  1.1566E+06  9.0754E-02 -7.5495E-04  9.9587E-01
 -6.4000E-01 -1.0000E+00  2.3464E+06  2.5863E-01  9.5518E-01 -1.4401E-01
 -6.2667E-01 -1.0000E+00  1.1452E+07  4.3411E-01  8.4697E-01  3.0689E-01
 -6.1333E-01 -1.0000E+00  1.5867E+07  4.8615E-01  7.5059E-01  4.4752E-01
 -6.0000E-01 -1.0000E+00  8.9281E+06  4.8555E-01  6.4812E-01  5.8667E-01
 -5.8667E-01 -1.0000E+00  7.5630E+05 -1.7373E-01  3.0858E-01  9.3520E-01
 -5.7333E-01 -1.0000E+00  4.5514E+06  6.1098E-01  7.9164E-01 -3.4029E-03
 -5.6000E-01 -1.0000E+00  1.8076E+07  6.8122E-01  6.9107E-01  2.4159E-01
 -5.4667E-01 -1.0000E+00  2.5850E+07  6.9554E-01  6.3669E-01  3.3294E-01
 -5.3333E-01 -1.0000E+00  1.8601E+07  6.8565E-01  5.9708E-01  4.1640E-01
 -5.2000E-01 -1.0000E+00  4.8999E+06  5.5229E-01  5.8856E-01  5.9040E-01
 -5.0667E-01 -1.0000E+00  1.4583E+06  4.9765E-01  8.0885E-01 -3.1322E-01
 -4.9333E-01 -1.0000E+00  1.4535E+07  8.2259E-01  5.6033E-01  9.6853E-02
 -4.8000E-01 -1.0000E+00  3.3306E+07  8.3182E-01  5.1579E-01  2.0504E-01
 -4.6667E-01 -1.0000E+00  4.0975E+07  8.2972E-01  4.9133E-01  2.6488E-01
 -4.5333E-01 -1.0000E+00  3.0939E+07  8.1480E-01  4.8058E-01  3.2424E-01
 -4.4000E-01 -1.0000E+00  1.2396E+07  7.4890E-01  5.1208E-01  4.2063E-01
 -4.2667E-01 -1.0000E+00  1.7832E+06  3.5467E-01  9.0961E-01  2.1636E-01
 -4.1333E-01 -1.0000E+00  9.1390E+06  8.8956E-01  4.4971E-01 -8.0274E-02
 -4.0000E-01 -1.0000E+00  3.0927E+07  9.2160E-01  3.7835E-01  8.6676E-02
 -3.8667E-01 -1.0000E+00  5.3621E+07  9.2084E-01  3.5719E-01  1.5641E-01
 -3.7333E-01 -1.0000E+00  6.3647E+07  9.1592E-01  3.4626E-01  2.0295E-01
 -3.6000E-01 -1.0000E+00  5.5893E+07  9.0570E-01  3.4460E-01  2.4691E-01
 -3.4667E-01 -1.0000E+00  3.5741E+07  8.8180E-01  3.6288E-01  3.0125E-01
 -3.3333E-01 -1.0000E+00  1.4806E+07  8.1049E-01  4.5163E-01  3.7301E-01
 -3.2000E-01 -1.0000E+00  4.1482E+06  6.1554E-01  7.7487E-01  1.4382E-01
 -3.0667E-01 -1.0000E+00  9.0953E+06  8.9821E-01  3.8489E-01 -2.1230E-01
 -2.9333E-01 -1.0000E+00  2.7822E+07  9.6946E-01  2.4147E-01 -4.2879E-02
 -2.8000E-01 -1.0000E+00  5.3346E+07  9.7707E-01  2.0820E-01  4.4590E-02
 -2.6667E-01 -1.0000E+00  7.7150E+07  9.7628E-01  1.9360E-01  9.6953E-02
 -2.5333E-01 -1.0000E+00  9.2488E+07  9.7327E-01  1.8528E-01  1.3570E-01
