         151         151         338   1256.18079      WAVE
 -1.0000E+00 -1.0000E+00  1.8615E+06  6.2789E-01  2.9097E-01 -7.2187E-01
 -9.8667E-01 -1.0000E+00  2.6597E+06  7.7139E-01 -4.4569E-01  4.5421E-01
 -9.7333E-01 -1.0000E+00  1.7452E+06  3.2546E-01 -3.9301E-01 -8.6001E-01
 -9.6000E-01 -1.0000E+00  2.4391E+06  9.4203E-01 -2.3950E-02  3.3468E-01
 -9.4667E-01 -1.0000E+00  1.6707E+06  2.0875E-01 -8.4232E-01 -4.9691E-01
 -9.3333E-01 -1.0000E+00  2.2223E+06  9.8225E-01  1.8480E-01  3.2229E-02
 -9.2000E-01 -1.0000E+00  1.6029E+06  2.3504E-01 -9.6718E-01 -9.6567E-02
 -9.0667E-01 -1.0000E+00  2.0239E+06  9.4719E-01  2.2336E-01 -2.3009E-01
 -8.9333E-01 -1.0000E+00  1.5173E+06  2.8896E-01 -9.4455E-01  1.5596E-01
 -8.8000E-01 -1.0000E+00  1.8713E+06  9.0399E-01  1.9585E-01 -3.8006E-01
 -8.6667E-01 -1.0000E+00  1.3830E+06  2.8417E-01 -9.1950E-01  2.7159E-01
 -8.5333E-01 -1.0000E+00  1.7912E+06  8.9577E-01  1.5779E-01 -4.1558E-01
 -8.4000E-01 -1.0000E+00  1.1800E+06  1.6238E-01 -9.4295E-01  2.9065E-01
 -8.2667E-01 -1.0000E+00  1.7910E+06  9.3161E-01  1.0637E-01 -3.4755E-01
 -8.1333E-01 -1.0000E+00  9.2441E+05 -1.3743E-01 -9.7464E-01  1.7662E-01
 -8.0000E-01 -1.0000E+00  1.8258E+06  9.8194E-01  6.2639E-03 -1.8907E-01
 -7.8667E-01 -1.0000E+00  7.0457E+05 -5.6126E-01 -7.8976E-01 -2.4753E-01
 -7.7333E-01 -1.0000E+00  1.7628E+06  9.8405E-01 -1.7133E-01  4.7919E-02
 -7.6000E-01 -1.0000E+00  6.9398E+05 -4.3082E-01 -1.4634E-01 -8.9049E-01
 -7.4667E-01 -1.0000E+00  1.4260E+06  8.2283E-01 -4.3181E-01  3.6944E-01
 -7.3333E-01 -1.0000E+00  1.0144E+06  3.8597E-01  1.9429E-01 -9.0182E-01
 -7.2000E-01 -1.0000E+00  8.4360E+05  1.5878E-01 -6.6287E-01  7.3170E-01
 -7.0667E-01 -1.0000E+00  1.4124E+06  8.8792E-01 -1.8388E-02 -4.5964E-01
 -6.9333E-01 -1.0000E+00  5.1087E+05 -9.9589E-01  6.4633E-02  6.3480E-02
 -6.8000E-01 -1.0000E+00  1.2810E+06  8.9947E-01 -4.0806E-01  1.5635E-01
 -6.6667E-01 -1.0000E+00  8.7741E+05  2.1504E-01  4.6328E-01 -8.5972E-01
 -6.5333E-01 -1.0000E+00  6.7276E+05 -4.7275E-02 -3.5661E-01  9.3306E-01
 -6.4000E-01 -1.0000E+00  1.2310E+06  9.0095E-01 -1.8124E-01 -3.9426E-01
 -6.2667E-01 -1.0000E+00  6.9820E+05 -3.0305E-01  8.9053E-01 -3.3929E-01
 -6.1333E-01 -1.0000E+00  7.8428E+05  4.5914E-01 -4.9868E-01  7.3519E-01
 -6.0000E-01 -1.0000E+00  1.1117E+06  7.6299E-01  5.6514E-02 -6.4393E-01
 -5.8667E-01 -1.0000E+00  7.9839E+05 -1.2275E-01  9.8646E-01  1.0877E-01
 -5.7333E-01 -1.0000E+00  7.2929E+05  5.1042E-01 -5.3586E-01  6.7256E-01
 -5.6000E-01 -1.0000E+00  1.0710E+06  7.2683E-01  1.2876E-01 -6.7463E-01
 -5.4667E-01 -1.0000E+00  1.0735E+06  2.2786E-01  9.6997E-01  8.5126E-02
 -5.3333E-01 -1.0000E+00  6.7084E+05  3.4319E-01 -2.6462E-01  9.0122E-01
 -5.2000E-01 -1.0000E+00  9.2105E+05  7.5140E-01 -1.1806E-01 -6.4919E-01
 -5.0667E-01 -1.0000E+00  1.4779E+06  5.3631E-01  8.2927E-01 -1.5710E-01
 -4.9333E-01 -1.0000E+00  9.7810E+05  3.7563E-01  4.9892E-01  7.8101E-01
 -4.8000E-01 -1.0000E+00  5.3743E+05  5.4655E-01 -8.1752E-01 -1.8152E-01
 -4.6667E-01 -1.0000E+00  1.4699E+06  7.1752E-01  5.0672E-01 -4.7791E-01
 -4.5333E-01 -1.0000E+00  1.9417E+06  6.6276E-01  7.2445E-01  1.8953E-01
 -4.4000E-01 -1.0000E+00  8.5375E+05  4.4881E-01  2.0496E-01  8.6980E-01
 -4.2667E-01 -1.0000E+00  4.9684E+05  4.2948E-01 -5.7729E-01 -6.9447E-01
 -4.1333E-01 -1.0000E+00  1.9204E+06  7.9432E-01  4.9818E-01 -3.4766E-01
 -4.0000E-01 -1.0000E+00  2.6661E+06  8.0140E-01  5.7974E-01  1.4716E-01
 -3.8667E-01 -1.0000E+00  1.3678E+06  6.4932E-01  3.8041E-01  6.5854E-01
 -3.7333E-01 -1.0000E+00  2.7645E+05 -3.3372E-01 -9.4143E-01  4.8284E-02
 -3.6000E-01 -1.0000E+00  1.3995E+06  7.6506E-01  3.0611E-01 -5.6656E-01
 -3.4667E-01 -1.0000E+00  3.2813E+06  8.9323E-01  4.4068E-01 -8.9153E-02
